Stkcd,Trddt,INST,Trdmnt,Year,Month
548,2012-12-31,30.92,2012-12,2012,12
548,2013-09-30,30.309999,2013-09,2013,9
548,2013-12-31,30.309999,2013-12,2013,12
548,2014-03-31,30.709999,2014-03,2014,3
548,2014-12-31,34.382999,2014-12,2014,12
548,2015-03-31,32.8442,2015-03,2015,3
550,2009-03-31,49.661598,2009-03,2009,3
550,2009-06-30,157.5553,2009-06,2009,6
550,2009-09-30,79.746902,2009-09,2009,9
550,2009-12-31,84.603996,2009-12,2009,12
550,2010-03-31,78.819901,2010-03,2010,3
550,2010-06-30,155.92979,2010-06,2010,6
550,2010-09-30,80.479599,2010-09,2010,9
550,2010-12-31,84.053703,2010-12,2010,12
550,2011-03-31,80.317703,2011-03,2011,3
550,2011-06-30,85.013199,2011-06,2011,6
550,2011-09-30,79.485703,2011-09,2011,9
550,2011-12-31,84.324898,2011-12,2011,12
550,2012-03-31,80.869102,2012-03,2012,3
550,2012-06-30,155.6917,2012-06,2012,6
550,2012-09-30,80.502403,2012-09,2012,9
550,2012-12-31,83.709801,2012-12,2012,12
550,2013-03-31,78.4123,2013-03,2013,3
550,2013-06-30,81.2342,2013-06,2013,6
550,2013-09-30,79.635902,2013-09,2013,9
550,2013-12-31,83.7603,2013-12,2013,12
550,2014-03-31,80.218803,2014-03,2014,3
550,2014-06-30,82.820099,2014-06,2014,6
550,2014-09-30,80.387199,2014-09,2014,9
550,2014-12-31,82.681503,2014-12,2014,12
550,2015-03-31,79.348701,2015-03,2015,3
550,2015-06-30,80.020699,2015-06,2015,6
550,2015-09-30,80.8638,2015-09,2015,9
550,2015-12-31,85.742401,2015-12,2015,12
550,2016-03-31,83.340302,2016-03,2016,3
550,2016-06-30,81.8367,2016-06,2016,6
550,2016-09-30,82.121803,2016-09,2016,9
550,2016-12-31,84.1306,2016-12,2016,12
550,2017-03-31,81.630898,2017-03,2017,3
550,2017-06-30,82.787598,2017-06,2017,6
550,2017-09-30,81.711403,2017-09,2017,9
550,2017-12-31,82.719398,2017-12,2017,12
550,2018-03-31,81.182098,2018-03,2018,3
550,2018-06-30,81.7603,2018-06,2018,6
550,2018-09-30,84.041496,2018-09,2018,9
550,2018-12-31,84.365898,2018-12,2018,12
550,2019-03-31,85.191101,2019-03,2019,3
550,2019-06-30,86.005302,2019-06,2019,6
550,2019-09-30,85.421303,2019-09,2019,9
550,2019-12-31,82.845901,2019-12,2019,12
551,2010-06-30,90.190002,2010-06,2010,6
551,2010-09-30,45.484402,2010-09,2010,9
551,2010-12-31,91.480797,2010-12,2010,12
551,2011-03-31,40.5718,2011-03,2011,3
551,2011-06-30,87.285698,2011-06,2011,6
551,2011-09-30,42.540401,2011-09,2011,9
551,2011-12-31,87.668297,2011-12,2011,12
551,2012-03-31,45.984901,2012-03,2012,3
551,2012-06-30,78.522903,2012-06,2012,6
551,2012-12-31,42.483501,2012-12,2012,12
551,2013-03-31,42.419998,2013-03,2013,3
551,2013-06-30,44.960701,2013-06,2013,6
551,2013-09-30,39.27,2013-09,2013,9
551,2013-12-31,39.307598,2013-12,2013,12
551,2014-03-31,37.889999,2014-03,2014,3
551,2014-06-30,37.682598,2014-06,2014,6
551,2014-09-30,72.014999,2014-09,2014,9
551,2014-12-31,37.130001,2014-12,2014,12
552,2009-06-30,52.838299,2009-06,2009,6
552,2009-09-30,5.0970001,2009-09,2009,9
552,2009-12-31,48.098,2009-12,2009,12
552,2010-12-31,51.383301,2010-12,2010,12
552,2011-03-31,6.9619999,2011-03,2011,3
552,2011-06-30,49.759998,2011-06,2011,6
552,2011-09-30,48.784,2011-09,2011,9
552,2012-03-31,47.966999,2012-03,2012,3
552,2012-06-30,56.891102,2012-06,2012,6
552,2012-09-30,50.956001,2012-09,2012,9
552,2012-12-31,49.781799,2012-12,2012,12
552,2013-03-31,75.182999,2013-03,2013,3
552,2013-06-30,74.048302,2013-06,2013,6
552,2013-09-30,74.169998,2013-09,2013,9
552,2013-12-31,74.450798,2013-12,2013,12
552,2014-03-31,74.25,2014-03,2014,3
552,2014-06-30,74.649002,2014-06,2014,6
552,2014-09-30,74.540001,2014-09,2014,9
552,2014-12-31,74.7556,2014-12,2014,12
552,2015-03-31,79.646004,2015-03,2015,3
552,2015-06-30,79.993599,2015-06,2015,6
552,2015-09-30,80.449997,2015-09,2015,9
552,2015-12-31,81.317703,2015-12,2015,12
552,2016-03-31,76.690002,2016-03,2016,3
552,2016-06-30,75.690002,2016-06,2016,6
552,2016-09-30,72.810699,2016-09,2016,9
552,2016-12-31,71.822899,2016-12,2016,12
552,2017-03-31,70.080002,2017-03,2017,3
552,2017-06-30,72.535202,2017-06,2017,6
552,2017-09-30,68.942101,2017-09,2017,9
552,2017-12-31,70.0625,2017-12,2017,12
552,2018-03-31,69.076302,2018-03,2018,3
552,2018-06-30,69.689301,2018-06,2018,6
552,2018-09-30,65.323097,2018-09,2018,9
552,2018-12-31,66.844002,2018-12,2018,12
552,2019-03-31,64.690002,2019-03,2019,3
552,2019-06-30,64.807701,2019-06,2019,6
552,2019-09-30,63.52,2019-09,2019,9
552,2019-12-31,63.9972,2019-12,2019,12
553,2009-03-31,7.7112999,2009-03,2009,3
553,2009-06-30,23.723499,2009-06,2009,6
553,2009-09-30,22.450001,2009-09,2009,9
553,2009-12-31,24.0378,2009-12,2009,12
553,2010-03-31,21.194,2010-03,2010,3
553,2010-06-30,21.200001,2010-06,2010,6
553,2010-09-30,21.194,2010-09,2010,9
553,2011-06-30,21.99,2011-06,2011,6
553,2013-03-31,23.523399,2013-03,2013,3
553,2013-06-30,26.895599,2013-06,2013,6
553,2013-09-30,26.0448,2013-09,2013,9
553,2013-12-31,47.580299,2013-12,2013,12
553,2014-03-31,35.940601,2014-03,2014,3
553,2014-06-30,42.438,2014-06,2014,6
553,2014-09-30,34.250999,2014-09,2014,9
553,2014-12-31,34.964401,2014-12,2014,12
553,2015-03-31,33.68,2015-03,2015,3
553,2017-06-30,34.2812,2017-06,2017,6
553,2017-09-30,83.778,2017-09,2017,9
553,2017-12-31,83.683403,2017-12,2017,12
553,2018-03-31,84.083298,2018-03,2018,3
553,2018-06-30,85.526497,2018-06,2018,6
553,2018-09-30,83.653198,2018-09,2018,9
553,2018-12-31,84.549202,2018-12,2018,12
553,2019-03-31,83.599998,2019-03,2019,3
553,2019-06-30,84.310699,2019-06,2019,6
553,2019-09-30,83.599998,2019-09,2019,9
553,2019-12-31,84.538498,2019-12,2019,12
554,2009-03-31,2.767,2009-03,2009,3
554,2009-06-30,26.5294,2009-06,2009,6
554,2009-09-30,2.142,2009-09,2009,9
554,2009-12-31,26.9776,2009-12,2009,12
554,2010-03-31,4.572,2010-03,2010,3
554,2010-06-30,31.486601,2010-06,2010,6
554,2010-09-30,5.6304002,2010-09,2010,9
554,2010-12-31,33.303101,2010-12,2010,12
554,2011-03-31,6.494,2011-03,2011,3
554,2011-06-30,32.2342,2011-06,2011,6
554,2011-09-30,6.2030001,2011-09,2011,9
554,2011-12-31,37.020802,2011-12,2011,12
554,2012-03-31,5.987,2012-03,2012,3
554,2012-06-30,35.584099,2012-06,2012,6
554,2012-09-30,29.8811,2012-09,2012,9
554,2012-12-31,30.612801,2012-12,2012,12
554,2013-03-31,29.933001,2013-03,2013,3
554,2014-03-31,25.8736,2014-03,2014,3
554,2014-06-30,26.128,2014-06,2014,6
554,2014-09-30,25.42,2014-09,2014,9
554,2014-12-31,30.9814,2014-12,2014,12
554,2015-03-31,30.462999,2015-03,2015,3
554,2015-06-30,28.747801,2015-06,2015,6
554,2015-09-30,25.549999,2015-09,2015,9
555,2013-09-30,22.67,2013-09,2013,9
555,2013-12-31,83.599998,2013-12,2013,12
555,2014-03-31,83.924004,2014-03,2014,3
555,2014-09-30,89.3116,2014-09,2014,9
555,2014-12-31,89.0205,2014-12,2014,12
555,2015-03-31,84.5037,2015-03,2015,3
555,2015-06-30,88.529297,2015-06,2015,6
555,2015-09-30,84.845901,2015-09,2015,9
555,2015-12-31,81.477501,2015-12,2015,12
555,2016-03-31,77.7789,2016-03,2016,3
555,2016-06-30,77.911201,2016-06,2016,6
555,2016-09-30,74.344902,2016-09,2016,9
555,2016-12-31,71.994102,2016-12,2016,12
555,2017-03-31,70.735199,2017-03,2017,3
555,2017-06-30,71.4021,2017-06,2017,6
555,2018-03-31,68.693802,2018-03,2018,3
555,2018-06-30,67.099098,2018-06,2018,6
555,2018-09-30,65.511803,2018-09,2018,9
555,2018-12-31,64.631798,2018-12,2018,12
555,2019-03-31,62.882,2019-03,2019,3
555,2019-06-30,62.609402,2019-06,2019,6
555,2019-09-30,61.0406,2019-09,2019,9
555,2019-12-31,61.393902,2019-12,2019,12
557,2009-03-31,5.4759998,2009-03,2009,3
557,2009-06-30,16.801001,2009-06,2009,6
557,2009-09-30,3.3150001,2009-09,2009,9
557,2009-12-31,11.482,2009-12,2009,12
557,2010-03-31,7.4320002,2010-03,2010,3
557,2010-06-30,6.8200002,2010-06,2010,6
557,2010-09-30,2.9920001,2010-09,2010,9
557,2015-09-30,15.86,2015-09,2015,9
557,2016-03-31,60.310001,2016-03,2016,3
557,2016-06-30,60.340302,2016-06,2016,6
557,2016-09-30,60.443001,2016-09,2016,9
557,2016-12-31,60.3508,2016-12,2016,12
557,2017-03-31,59.82,2017-03,2017,3
557,2017-09-30,59.82,2017-09,2017,9
557,2018-06-30,59.841202,2018-06,2018,6
557,2018-09-30,59.962002,2018-09,2018,9
557,2018-12-31,59.962299,2018-12,2018,12
557,2019-03-31,59.82,2019-03,2019,3
557,2019-06-30,59.824902,2019-06,2019,6
557,2019-09-30,59.82,2019-09,2019,9
557,2019-12-31,59.820202,2019-12,2019,12
558,2009-03-31,1.05,2009-03,2009,3
558,2009-06-30,75.840698,2009-06,2009,6
558,2009-09-30,4.3189998,2009-09,2009,9
558,2009-12-31,71.250801,2009-12,2009,12
558,2010-03-31,3.71,2010-03,2010,3
558,2010-06-30,70.158997,2010-06,2010,6
558,2011-03-31,69.433998,2011-03,2011,3
558,2011-06-30,68.556396,2011-06,2011,6
558,2011-09-30,70.1063,2011-09,2011,9
558,2011-12-31,77.774902,2011-12,2011,12
558,2012-03-31,70.545998,2012-03,2012,3
558,2012-06-30,68.300003,2012-06,2012,6
558,2012-09-30,69.591003,2012-09,2012,9
558,2012-12-31,53.230999,2012-12,2012,12
558,2013-03-31,52.669998,2013-03,2013,3
558,2014-03-31,58.255901,2014-03,2014,3
558,2014-06-30,65.6614,2014-06,2014,6
558,2014-09-30,68.450302,2014-09,2014,9
558,2015-03-31,66.729797,2015-03,2015,3
558,2015-06-30,72.501198,2015-06,2015,6
558,2015-09-30,61.765999,2015-09,2015,9
558,2015-12-31,61.889702,2015-12,2015,12
558,2016-03-31,59.273399,2016-03,2016,3
558,2016-06-30,61.204201,2016-06,2016,6
558,2016-09-30,55.537899,2016-09,2016,9
558,2017-09-30,52.7551,2017-09,2017,9
558,2017-12-31,52.6474,2017-12,2017,12
558,2018-03-31,48.063,2018-03,2018,3
558,2018-06-30,48.091,2018-06,2018,6
558,2018-09-30,47.950001,2018-09,2018,9
558,2018-12-31,47.879601,2018-12,2018,12
558,2019-03-31,47.870098,2019-03,2019,3
558,2019-06-30,47.852501,2019-06,2019,6
558,2019-09-30,47.700001,2019-09,2019,9
558,2019-12-31,46.700001,2019-12,2019,12
559,2009-03-31,23.292,2009-03,2009,3
559,2009-06-30,77.882599,2009-06,2009,6
559,2009-09-30,15.685,2009-09,2009,9
559,2009-12-31,70.884102,2009-12,2009,12
559,2010-03-31,17.497299,2010-03,2010,3
559,2010-06-30,83.400497,2010-06,2010,6
559,2010-09-30,34.993,2010-09,2010,9
559,2010-12-31,78.981102,2010-12,2010,12
559,2011-03-31,71.387604,2011-03,2011,3
559,2011-06-30,75.100098,2011-06,2011,6
559,2011-09-30,70.394203,2011-09,2011,9
559,2011-12-31,74.129097,2011-12,2011,12
559,2012-03-31,58.48,2012-03,2012,3
559,2012-06-30,62.0121,2012-06,2012,6
559,2012-09-30,58.014999,2012-09,2012,9
559,2012-12-31,62.2094,2012-12,2012,12
559,2013-03-31,59.083199,2013-03,2013,3
559,2013-06-30,60.0261,2013-06,2013,6
559,2013-09-30,56.792999,2013-09,2013,9
559,2013-12-31,59.1073,2013-12,2013,12
559,2014-03-31,56.8923,2014-03,2014,3
559,2014-06-30,60.387001,2014-06,2014,6
559,2014-09-30,56.558601,2014-09,2014,9
559,2014-12-31,57.785301,2014-12,2014,12
559,2015-03-31,56.463299,2015-03,2015,3
559,2015-06-30,58.5313,2015-06,2015,6
559,2015-09-30,62.319302,2015-09,2015,9
559,2015-12-31,61.992901,2015-12,2015,12
559,2016-03-31,59.088902,2016-03,2016,3
559,2016-06-30,61.027199,2016-06,2016,6
559,2016-09-30,59.272202,2016-09,2016,9
559,2016-12-31,60.6451,2016-12,2016,12
559,2017-03-31,58.842499,2017-03,2017,3
559,2017-06-30,63.158901,2017-06,2017,6
559,2017-09-30,63.729099,2017-09,2017,9
559,2017-12-31,66.788803,2017-12,2017,12
559,2018-03-31,65.959999,2018-03,2018,3
559,2018-06-30,67.485199,2018-06,2018,6
559,2018-09-30,65.610001,2018-09,2018,9
559,2018-12-31,66.966797,2018-12,2018,12
559,2019-03-31,66.071297,2019-03,2019,3
559,2019-06-30,67.275398,2019-06,2019,6
559,2019-09-30,66.290001,2019-09,2019,9
559,2019-12-31,67.668503,2019-12,2019,12
560,2015-06-30,79.767097,2015-06,2015,6
560,2015-09-30,80.555,2015-09,2015,9
560,2015-12-31,80.691101,2015-12,2015,12
560,2016-03-31,76.302002,2016-03,2016,3
560,2016-06-30,74.490997,2016-06,2016,6
560,2016-09-30,76.690598,2016-09,2016,9
560,2017-12-31,54.243999,2017-12,2017,12
560,2018-03-31,53.819,2018-03,2018,3
560,2018-06-30,51.972801,2018-06,2018,6
560,2018-09-30,50.738998,2018-09,2018,9
560,2018-12-31,52.481998,2018-12,2018,12
560,2019-03-31,49.9939,2019-03,2019,3
560,2019-06-30,46.123001,2019-06,2019,6
560,2019-09-30,44.718601,2019-09,2019,9
560,2019-12-31,45.325901,2019-12,2019,12
561,2009-03-31,5.8740001,2009-03,2009,3
561,2009-09-30,7.2410002,2009-09,2009,9
561,2010-03-31,8.0819998,2010-03,2010,3
561,2010-06-30,32.605999,2010-06,2010,6
561,2010-09-30,3.247,2010-09,2010,9
561,2010-12-31,61.757,2010-12,2010,12
561,2011-03-31,5.8509998,2011-03,2011,3
561,2011-06-30,68.974098,2011-06,2011,6
561,2011-09-30,9.9166002,2011-09,2011,9
561,2011-12-31,64.300598,2011-12,2011,12
561,2012-03-31,5.9836998,2012-03,2012,3
561,2012-06-30,61.665001,2012-06,2012,6
561,2012-09-30,5.3954,2012-09,2012,9
561,2012-12-31,59.222099,2012-12,2012,12
561,2013-03-31,60.808102,2013-03,2013,3
561,2013-06-30,58.1842,2013-06,2013,6
561,2013-09-30,57.799999,2013-09,2013,9
561,2013-12-31,57.617901,2013-12,2013,12
561,2014-03-31,56.849998,2014-03,2014,3
561,2014-06-30,57.372002,2014-06,2014,6
561,2014-09-30,59.799999,2014-09,2014,9
561,2014-12-31,61.0177,2014-12,2014,12
561,2015-03-31,57.310001,2015-03,2015,3
561,2015-06-30,64.515404,2015-06,2015,6
561,2015-09-30,59.91,2015-09,2015,9
561,2015-12-31,64.648499,2015-12,2015,12
561,2016-03-31,60.648899,2016-03,2016,3
561,2016-06-30,65.070396,2016-06,2016,6
561,2016-09-30,61.553001,2016-09,2016,9
561,2016-12-31,66.497704,2016-12,2016,12
561,2017-03-31,60.07,2017-03,2017,3
561,2017-06-30,63.720798,2017-06,2017,6
561,2017-09-30,59.032501,2017-09,2017,9
561,2017-12-31,62.2971,2017-12,2017,12
561,2018-03-31,57.529999,2018-03,2018,3
561,2018-06-30,59.140099,2018-06,2018,6
561,2018-09-30,57.119999,2018-09,2018,9
561,2018-12-31,56.348999,2018-12,2018,12
561,2019-03-31,55.73,2019-03,2019,3
561,2019-06-30,56.897499,2019-06,2019,6
561,2019-09-30,57.209999,2019-09,2019,9
561,2019-12-31,57.454601,2019-12,2019,12
562,2009-03-31,8.7715998,2009-03,2009,3
562,2009-06-30,75.2519,2009-06,2009,6
562,2009-09-30,71.918999,2009-09,2009,9
562,2009-12-31,73.903999,2009-12,2009,12
562,2010-03-31,71.269997,2010-03,2010,3
562,2010-06-30,74.720703,2010-06,2010,6
562,2010-09-30,71.546997,2010-09,2010,9
562,2010-12-31,73.538902,2010-12,2010,12
562,2011-03-31,69.6688,2011-03,2011,3
562,2011-06-30,74.6092,2011-06,2011,6
562,2011-09-30,70.514198,2011-09,2011,9
562,2011-12-31,73.235802,2011-12,2011,12
562,2012-03-31,70.816101,2012-03,2012,3
562,2012-06-30,81.1269,2012-06,2012,6
562,2012-09-30,53.737301,2012-09,2012,9
562,2012-12-31,81.871002,2012-12,2012,12
562,2013-03-31,75.183296,2013-03,2013,3
562,2013-06-30,78.933098,2013-06,2013,6
562,2013-09-30,64.864998,2013-09,2013,9
563,2009-03-31,19.636299,2009-03,2009,3
563,2009-06-30,48.4827,2009-06,2009,6
563,2009-09-30,50.32,2009-09,2009,9
563,2009-12-31,49.5672,2009-12,2009,12
563,2010-03-31,48.783001,2010-03,2010,3
563,2010-06-30,47.426899,2010-06,2010,6
563,2010-09-30,47.950001,2010-09,2010,9
563,2010-12-31,48.670601,2010-12,2010,12
563,2011-03-31,51.582001,2011-03,2011,3
563,2011-06-30,53.682301,2011-06,2011,6
563,2011-09-30,49.8116,2011-09,2011,9
563,2011-12-31,52.942902,2011-12,2011,12
563,2012-03-31,53.021999,2012-03,2012,3
563,2012-06-30,71.622902,2012-06,2012,6
563,2012-09-30,30.893999,2012-09,2012,9
563,2012-12-31,70.617699,2012-12,2012,12
563,2013-03-31,69.294998,2013-03,2013,3
563,2013-06-30,66.490097,2013-06,2013,6
563,2013-09-30,65.989998,2013-09,2013,9
563,2013-12-31,66.395103,2013-12,2013,12
563,2014-03-31,65.986,2014-03,2014,3
563,2014-06-30,66.240997,2014-06,2014,6
563,2014-09-30,66.259003,2014-09,2014,9
563,2014-12-31,67.174004,2014-12,2014,12
563,2015-03-31,66.746002,2015-03,2015,3
563,2015-06-30,67.025299,2015-06,2015,6
563,2015-09-30,71.2118,2015-09,2015,9
563,2015-12-31,75.662598,2015-12,2015,12
563,2016-03-31,74.738998,2016-03,2016,3
563,2016-06-30,73.663696,2016-06,2016,6
563,2016-09-30,70.824997,2016-09,2016,9
563,2017-03-31,66.5224,2017-03,2017,3
563,2017-06-30,64.893097,2017-06,2017,6
563,2017-09-30,64.129997,2017-09,2017,9
563,2017-12-31,64.828796,2017-12,2017,12
563,2018-03-31,63.959999,2018-03,2018,3
563,2018-06-30,64.600197,2018-06,2018,6
563,2018-09-30,64.269997,2018-09,2018,9
563,2018-12-31,65.176399,2018-12,2018,12
563,2019-03-31,61.02,2019-03,2019,3
563,2019-06-30,61.992001,2019-06,2019,6
563,2019-09-30,61.091599,2019-09,2019,9
563,2019-12-31,61.875099,2019-12,2019,12
564,2012-09-30,13.785,2012-09,2012,9
564,2012-12-31,56.709,2012-12,2012,12
564,2016-03-31,63.150002,2016-03,2016,3
564,2016-06-30,63.941898,2016-06,2016,6
564,2016-09-30,62.737999,2016-09,2016,9
564,2016-12-31,62.097198,2016-12,2016,12
564,2017-03-31,61.933998,2017-03,2017,3
564,2017-06-30,63.277302,2017-06,2017,6
564,2017-09-30,63.203999,2017-09,2017,9
564,2019-03-31,61.734001,2019-03,2019,3
564,2019-06-30,64.439201,2019-06,2019,6
564,2019-09-30,63.73,2019-09,2019,9
564,2019-12-31,65.622704,2019-12,2019,12
565,2009-03-31,3.289,2009-03,2009,3
565,2009-06-30,42.240002,2009-06,2009,6
565,2009-09-30,2.2720001,2009-09,2009,9
565,2009-12-31,46.835999,2009-12,2009,12
565,2010-03-31,5.3688002,2010-03,2010,3
566,2009-03-31,50.5448,2009-03,2009,3
566,2009-06-30,52.844398,2009-06,2009,6
566,2009-09-30,55.913399,2009-09,2009,9
566,2009-12-31,62.486,2009-12,2009,12
566,2010-03-31,43.678501,2010-03,2010,3
566,2010-06-30,75.227997,2010-06,2010,6
566,2010-09-30,58.647999,2010-09,2010,9
566,2010-12-31,63.179001,2010-12,2010,12
566,2011-03-31,54.673801,2011-03,2011,3
566,2011-06-30,65.821297,2011-06,2011,6
566,2011-09-30,53.366001,2011-09,2011,9
566,2011-12-31,85.784698,2011-12,2011,12
566,2012-03-31,58.198002,2012-03,2012,3
566,2012-06-30,78.461502,2012-06,2012,6
566,2012-09-30,62.9431,2012-09,2012,9
566,2012-12-31,72.074303,2012-12,2012,12
566,2013-03-31,66.672699,2013-03,2013,3
566,2013-06-30,67.824303,2013-06,2013,6
566,2013-09-30,66.603203,2013-09,2013,9
566,2013-12-31,68.780701,2013-12,2013,12
566,2014-03-31,59.553799,2014-03,2014,3
566,2014-06-30,63.022598,2014-06,2014,6
566,2014-09-30,61.087898,2014-09,2014,9
566,2014-12-31,57.276798,2014-12,2014,12
566,2015-03-31,53.688202,2015-03,2015,3
566,2015-06-30,71.870598,2015-06,2015,6
566,2015-12-31,57.328899,2015-12,2015,12
566,2016-03-31,50.3204,2016-03,2016,3
566,2016-06-30,50.678398,2016-06,2016,6
566,2016-09-30,54.7859,2016-09,2016,9
566,2016-12-31,58.670898,2016-12,2016,12
566,2017-03-31,54.9445,2017-03,2017,3
566,2017-06-30,62.0149,2017-06,2017,6
566,2017-09-30,60.982498,2017-09,2017,9
566,2019-03-31,51.549999,2019-03,2019,3
566,2019-06-30,51.7136,2019-06,2019,6
566,2019-09-30,51.18,2019-09,2019,9
566,2019-12-31,50.322601,2019-12,2019,12
567,2018-03-31,43.8797,2018-03,2018,3
567,2018-06-30,77.4319,2018-06,2018,6
567,2018-09-30,76.190002,2018-09,2018,9
567,2018-12-31,76.1968,2018-12,2018,12
567,2019-03-31,76.459999,2019-03,2019,3
567,2019-06-30,76.198097,2019-06,2019,6
567,2019-09-30,76.190002,2019-09,2019,9
567,2019-12-31,76.248299,2019-12,2019,12
568,2009-03-31,22.691299,2009-03,2009,3
568,2009-06-30,89.504402,2009-06,2009,6
568,2009-09-30,32.7239,2009-09,2009,9
568,2009-12-31,93.009697,2009-12,2009,12
568,2010-03-31,26.016399,2010-03,2010,3
568,2010-06-30,88.6521,2010-06,2010,6
568,2010-09-30,27.7204,2010-09,2010,9
568,2010-12-31,86.289001,2010-12,2010,12
568,2011-03-31,29.9163,2011-03,2011,3
568,2011-06-30,87.879799,2011-06,2011,6
568,2011-09-30,30.0002,2011-09,2011,9
568,2011-12-31,89.343201,2011-12,2011,12
568,2012-03-31,83.823303,2012-03,2012,3
568,2012-06-30,87.855003,2012-06,2012,6
568,2012-09-30,82.883904,2012-09,2012,9
568,2012-12-31,85.626198,2012-12,2012,12
568,2013-03-31,70.060501,2013-03,2013,3
568,2013-06-30,76.290298,2013-06,2013,6
568,2013-09-30,64.693001,2013-09,2013,9
568,2013-12-31,72.748703,2013-12,2013,12
568,2014-03-31,62.5023,2014-03,2014,3
568,2014-06-30,66.704399,2014-06,2014,6
568,2014-09-30,62.224602,2014-09,2014,9
568,2014-12-31,67.896698,2014-12,2014,12
568,2015-03-31,62.257,2015-03,2015,3
568,2015-06-30,65.1511,2015-06,2015,6
568,2015-09-30,65.4179,2015-09,2015,9
568,2015-12-31,69.612602,2015-12,2015,12
568,2016-03-31,68.053497,2016-03,2016,3
568,2016-06-30,75.688004,2016-06,2016,6
568,2016-09-30,71.854599,2016-09,2016,9
568,2016-12-31,75.265999,2016-12,2016,12
568,2017-03-31,70.991501,2017-03,2017,3
568,2017-06-30,78.505096,2017-06,2017,6
568,2017-09-30,72.5205,2017-09,2017,9
568,2017-12-31,76.2117,2017-12,2017,12
568,2018-03-31,73.673798,2018-03,2018,3
568,2018-06-30,79.1791,2018-06,2018,6
568,2018-09-30,74.753197,2018-09,2018,9
568,2018-12-31,78.663803,2018-12,2018,12
568,2019-03-31,76.213997,2019-03,2019,3
568,2019-06-30,82.733498,2019-06,2019,6
568,2019-09-30,77.889,2019-09,2019,9
568,2019-12-31,81.278397,2019-12,2019,12
569,2009-03-31,19.938,2009-03,2009,3
570,2009-06-30,34.354099,2009-06,2009,6
570,2009-09-30,30.791,2009-09,2009,9
570,2009-12-31,30.8172,2009-12,2009,12
570,2010-03-31,30.667999,2010-03,2010,3
570,2010-06-30,30.504499,2010-06,2010,6
570,2010-09-30,31.48,2010-09,2010,9
570,2010-12-31,33.104301,2010-12,2010,12
570,2011-03-31,30.855,2011-03,2011,3
570,2011-06-30,30.6483,2011-06,2011,6
570,2012-03-31,30.393999,2012-03,2012,3
570,2012-06-30,30.33,2012-06,2012,6
570,2012-09-30,30.318001,2012-09,2012,9
570,2012-12-31,31.3929,2012-12,2012,12
570,2013-03-31,30.450001,2013-03,2013,3
570,2013-06-30,33.016399,2013-06,2013,6
570,2013-09-30,35.049999,2013-09,2013,9
570,2013-12-31,33.25,2013-12,2013,12
570,2014-03-31,38.5,2014-03,2014,3
570,2014-06-30,38.322601,2014-06,2014,6
570,2014-09-30,34.73,2014-09,2014,9
571,2009-03-31,26.916,2009-03,2009,3
571,2009-06-30,24.83,2009-06,2009,6
571,2009-09-30,22.211,2009-09,2009,9
571,2009-12-31,24.546499,2009-12,2009,12
571,2010-03-31,23.743,2010-03,2010,3
571,2010-06-30,23.520901,2010-06,2010,6
571,2010-09-30,22.464001,2010-09,2010,9
571,2010-12-31,24.5702,2010-12,2010,12
571,2011-03-31,21.858999,2011-03,2011,3
571,2011-06-30,20.448999,2011-06,2011,6
571,2011-09-30,19.91,2011-09,2011,9
571,2012-03-31,19.754999,2012-03,2012,3
571,2012-06-30,20.497101,2012-06,2012,6
571,2012-09-30,20.396999,2012-09,2012,9
571,2012-12-31,20.3405,2012-12,2012,12
571,2013-03-31,20.389999,2013-03,2013,3
571,2013-06-30,19.8263,2013-06,2013,6
571,2013-09-30,19.799999,2013-09,2013,9
571,2013-12-31,19.8339,2013-12,2013,12
571,2014-03-31,22.690001,2014-03,2014,3
571,2014-06-30,23.6693,2014-06,2014,6
571,2014-09-30,24.559299,2014-09,2014,9
571,2014-12-31,22.6805,2014-12,2014,12
571,2015-06-30,21.4956,2015-06,2015,6
571,2017-03-31,25.185301,2017-03,2017,3
571,2017-09-30,26.8269,2017-09,2017,9
571,2017-12-31,26.228201,2017-12,2017,12
571,2018-03-31,24.459999,2018-03,2018,3
571,2018-06-30,23.336,2018-06,2018,6
571,2018-12-31,20.3269,2018-12,2018,12
572,2009-03-31,20.516899,2009-03,2009,3
572,2009-06-30,70.107498,2009-06,2009,6
572,2009-09-30,14.959,2009-09,2009,9
572,2009-12-31,59.570999,2009-12,2009,12
572,2010-03-31,56.617001,2010-03,2010,3
572,2010-06-30,56.3265,2010-06,2010,6
572,2010-09-30,57.793999,2010-09,2010,9
572,2010-12-31,71.774902,2010-12,2010,12
572,2011-03-31,35.221001,2011-03,2011,3
572,2011-06-30,71.832802,2011-06,2011,6
572,2011-09-30,35.639099,2011-09,2011,9
572,2011-12-31,67.196602,2011-12,2011,12
572,2012-03-31,65.456001,2012-03,2012,3
572,2012-06-30,66.5186,2012-06,2012,6
572,2012-09-30,63.492001,2012-09,2012,9
572,2012-12-31,62.2799,2012-12,2012,12
572,2013-03-31,62.3937,2013-03,2013,3
572,2013-06-30,69.137901,2013-06,2013,6
572,2013-09-30,64.017899,2013-09,2013,9
572,2013-12-31,66.364799,2013-12,2013,12
572,2014-03-31,62.049999,2014-03,2014,3
572,2014-06-30,62.4464,2014-06,2014,6
572,2014-09-30,62.5825,2014-09,2014,9
572,2014-12-31,61.253399,2014-12,2014,12
