Stkcd,Trddt,INST,Trdmnt,Year,Month
300058,2017-06-30,20.777,2017-06,2017,6
300058,2017-09-30,13.1219,2017-09,2017,9
300058,2017-12-31,15.2235,2017-12,2017,12
300058,2018-03-31,14.861,2018-03,2018,3
300058,2018-06-30,24.1141,2018-06,2018,6
300058,2018-09-30,18.5644,2018-09,2018,9
300058,2018-12-31,24.321501,2018-12,2018,12
300058,2019-03-31,17.127199,2019-03,2019,3
300058,2019-06-30,20.937099,2019-06,2019,6
300058,2019-09-30,17.7514,2019-09,2019,9
300058,2019-12-31,21.019899,2019-12,2019,12
300059,2010-03-31,1.7665,2010-03,2010,3
300059,2010-06-30,15.8305,2010-06,2010,6
300059,2010-09-30,1.35,2010-09,2010,9
300059,2010-12-31,18.207701,2010-12,2010,12
300059,2011-03-31,10.062,2011-03,2011,3
300059,2011-06-30,17.067801,2011-06,2011,6
300059,2011-09-30,12.2255,2011-09,2011,9
300059,2011-12-31,16.8162,2011-12,2011,12
300059,2012-03-31,3.4689,2012-03,2012,3
300059,2012-06-30,21.5294,2012-06,2012,6
300059,2012-09-30,8.6190004,2012-09,2012,9
300059,2012-12-31,14.9387,2012-12,2012,12
300059,2013-03-31,10.6425,2013-03,2013,3
300059,2013-06-30,27.1304,2013-06,2013,6
300059,2013-09-30,31.1735,2013-09,2013,9
300059,2013-12-31,41.3288,2013-12,2013,12
300059,2014-03-31,24.0313,2014-03,2014,3
300059,2014-06-30,35.3423,2014-06,2014,6
300059,2014-09-30,14.0508,2014-09,2014,9
300059,2014-12-31,21.549,2014-12,2014,12
300059,2015-06-30,16.4918,2015-06,2015,6
300059,2015-09-30,13.4111,2015-09,2015,9
300059,2015-12-31,19.1931,2015-12,2015,12
300059,2016-03-31,17.516399,2016-03,2016,3
300059,2016-06-30,19.179199,2016-06,2016,6
300059,2016-09-30,15.1691,2016-09,2016,9
300059,2016-12-31,17.7952,2016-12,2016,12
300059,2017-03-31,14.1711,2017-03,2017,3
300059,2017-06-30,17.170799,2017-06,2017,6
300059,2017-09-30,13.1693,2017-09,2017,9
300059,2017-12-31,15.7748,2017-12,2017,12
300059,2018-03-31,15.9555,2018-03,2018,3
300059,2018-06-30,20.500299,2018-06,2018,6
300059,2018-09-30,14.3427,2018-09,2018,9
300059,2018-12-31,22.896601,2018-12,2018,12
300059,2019-03-31,13.534,2019-03,2019,3
300059,2019-06-30,16.749001,2019-06,2019,6
300059,2019-09-30,11.6743,2019-09,2019,9
300059,2019-12-31,16.433901,2019-12,2019,12
300061,2016-03-31,17.455999,2016-03,2016,3
300061,2016-09-30,26.6682,2016-09,2016,9
300061,2016-12-31,54.714001,2016-12,2016,12
300061,2017-03-31,51.2882,2017-03,2017,3
300061,2017-06-30,50.975899,2017-06,2017,6
300061,2017-09-30,47.938301,2017-09,2017,9
300061,2017-12-31,49.765301,2017-12,2017,12
300061,2018-03-31,45.540901,2018-03,2018,3
300061,2018-06-30,47.095798,2018-06,2018,6
300061,2018-09-30,45.109001,2018-09,2018,9
300061,2018-12-31,46.246399,2018-12,2018,12
300061,2019-03-31,44.59,2019-03,2019,3
300061,2019-06-30,45.554901,2019-06,2019,6
300061,2019-09-30,43.948002,2019-09,2019,9
300061,2019-12-31,47.685398,2019-12,2019,12
300063,2015-06-30,10.098,2015-06,2015,6
300063,2015-09-30,26.772301,2015-09,2015,9
300063,2015-12-31,28.4485,2015-12,2015,12
300063,2016-06-30,22.083599,2016-06,2016,6
300063,2016-09-30,15.1215,2016-09,2016,9
300063,2016-12-31,13.5511,2016-12,2016,12
300063,2017-03-31,13.44,2017-03,2017,3
300063,2017-06-30,14.1808,2017-06,2017,6
300063,2017-09-30,13.4593,2017-09,2017,9
300064,2010-03-31,.1908,2010-03,2010,3
300064,2010-06-30,54.7841,2010-06,2010,6
300064,2010-09-30,4.7501998,2010-09,2010,9
300064,2010-12-31,63.663101,2010-12,2010,12
300064,2011-03-31,17.302,2011-03,2011,3
300064,2011-06-30,59.3829,2011-06,2011,6
300064,2011-09-30,14.7331,2011-09,2011,9
300064,2011-12-31,53.538799,2011-12,2011,12
300064,2012-03-31,10.7412,2012-03,2012,3
300064,2012-06-30,57.4086,2012-06,2012,6
300064,2012-09-30,8.8380003,2012-09,2012,9
300064,2012-12-31,49.595699,2012-12,2012,12
300064,2013-03-31,42.91,2013-03,2013,3
300064,2013-06-30,45.307899,2013-06,2013,6
300064,2013-09-30,45.240002,2013-09,2013,9
300064,2013-12-31,50.0242,2013-12,2013,12
300064,2014-03-31,50.4202,2014-03,2014,3
300064,2014-06-30,49.106899,2014-06,2014,6
300064,2014-09-30,43.779999,2014-09,2014,9
300064,2015-03-31,42.0191,2015-03,2015,3
300064,2015-06-30,40.871399,2015-06,2015,6
300064,2015-12-31,44.087601,2015-12,2015,12
300064,2016-03-31,43.342999,2016-03,2016,3
300064,2016-06-30,47.840199,2016-06,2016,6
300064,2016-09-30,42.841202,2016-09,2016,9
300064,2016-12-31,58.2342,2016-12,2016,12
300064,2017-03-31,54.8965,2017-03,2017,3
300064,2017-06-30,52.9338,2017-06,2017,6
300064,2017-09-30,55.799,2017-09,2017,9
300064,2017-12-31,55.965401,2017-12,2017,12
300064,2018-06-30,55.0378,2018-06,2018,6
300064,2018-09-30,49.93,2018-09,2018,9
300064,2018-12-31,49.934898,2018-12,2018,12
300064,2019-03-31,50.560001,2019-03,2019,3
300064,2019-06-30,50.527401,2019-06,2019,6
300064,2019-09-30,49.82,2019-09,2019,9
300064,2019-12-31,49.308601,2019-12,2019,12
300065,2010-03-31,.34869999,2010-03,2010,3
300065,2014-06-30,5.0103002,2014-06,2014,6
300065,2014-09-30,1.8052,2014-09,2014,9
300065,2015-03-31,11.5651,2015-03,2015,3
300065,2015-09-30,17.5445,2015-09,2015,9
300065,2015-12-31,32.780602,2015-12,2015,12
300065,2016-03-31,35.053398,2016-03,2016,3
300065,2016-06-30,44.175301,2016-06,2016,6
300065,2016-09-30,35.1609,2016-09,2016,9
300065,2016-12-31,36.787498,2016-12,2016,12
300065,2018-03-31,16.493601,2018-03,2018,3
300065,2018-06-30,20.798201,2018-06,2018,6
300065,2018-09-30,15.5798,2018-09,2018,9
300065,2018-12-31,21.0002,2018-12,2018,12
300065,2019-03-31,20.787201,2019-03,2019,3
300065,2019-06-30,18.7103,2019-06,2019,6
300065,2019-09-30,18.297899,2019-09,2019,9
300065,2019-12-31,17.818399,2019-12,2019,12
300066,2010-03-31,.226,2010-03,2010,3
300066,2013-12-31,65.930801,2013-12,2013,12
300066,2014-06-30,67.503799,2014-06,2014,6
300066,2015-03-31,58.302898,2015-03,2015,3
300066,2015-09-30,59.8965,2015-09,2015,9
300066,2015-12-31,50.495701,2015-12,2015,12
300066,2016-03-31,48.467999,2016-03,2016,3
300066,2016-06-30,46.2589,2016-06,2016,6
300066,2016-09-30,44.686001,2016-09,2016,9
300066,2016-12-31,46.514198,2016-12,2016,12
300066,2017-03-31,43.2477,2017-03,2017,3
300066,2017-06-30,43.561501,2017-06,2017,6
300066,2017-09-30,43.98,2017-09,2017,9
300066,2017-12-31,43.251202,2017-12,2017,12
300066,2018-03-31,43.596001,2018-03,2018,3
300066,2018-06-30,43.251801,2018-06,2018,6
300066,2018-09-30,43.240002,2018-09,2018,9
300066,2018-12-31,43.591599,2018-12,2018,12
300066,2019-03-31,41.540001,2019-03,2019,3
300066,2019-06-30,42.0863,2019-06,2019,6
300066,2019-09-30,41.540001,2019-09,2019,9
300066,2019-12-31,42.137001,2019-12,2019,12
300067,2015-03-31,1.936,2015-03,2015,3
300067,2015-09-30,3.2609999,2015-09,2015,9
300067,2017-12-31,10.5656,2017-12,2017,12
300067,2018-06-30,10.5612,2018-06,2018,6
300067,2018-09-30,10.67,2018-09,2018,9
300067,2018-12-31,10.6784,2018-12,2018,12
300067,2019-03-31,10.34,2019-03,2019,3
300067,2019-06-30,4.6210999,2019-06,2019,6
300067,2019-09-30,2.6500001,2019-09,2019,9
300067,2019-12-31,1.6696,2019-12,2019,12
300068,2010-06-30,54.455002,2010-06,2010,6
300068,2010-09-30,2.2880001,2010-09,2010,9
300068,2010-12-31,60.507,2010-12,2010,12
300068,2011-03-31,2.869,2011-03,2011,3
300068,2011-06-30,47.7887,2011-06,2011,6
300068,2011-09-30,9.3320999,2011-09,2011,9
300068,2011-12-31,61.779499,2011-12,2011,12
300068,2012-03-31,6.2820001,2012-03,2012,3
300068,2012-06-30,47.616299,2012-06,2012,6
300068,2012-09-30,3.813,2012-09,2012,9
300068,2012-12-31,49.019501,2012-12,2012,12
300068,2013-03-31,43.188999,2013-03,2013,3
300068,2013-06-30,44.4217,2013-06,2013,6
300068,2013-09-30,37.888699,2013-09,2013,9
300068,2013-12-31,38.714699,2013-12,2013,12
300068,2014-03-31,34.936001,2014-03,2014,3
300068,2014-06-30,32.7854,2014-06,2014,6
300068,2014-09-30,30.51,2014-09,2014,9
300068,2014-12-31,35.092701,2014-12,2014,12
300068,2015-03-31,35.190399,2015-03,2015,3
300068,2015-06-30,46.505699,2015-06,2015,6
300068,2015-09-30,32.556099,2015-09,2015,9
300068,2015-12-31,36.395401,2015-12,2015,12
300068,2016-03-31,38.538601,2016-03,2016,3
300068,2016-06-30,51.121498,2016-06,2016,6
300068,2016-09-30,57.4496,2016-09,2016,9
300068,2016-12-31,62.679401,2016-12,2016,12
300068,2017-06-30,62.173401,2017-06,2017,6
300068,2017-09-30,47.772701,2017-09,2017,9
300068,2017-12-31,45.433998,2017-12,2017,12
300068,2018-03-31,37.213001,2018-03,2018,3
300068,2018-06-30,39.732498,2018-06,2018,6
300068,2018-09-30,38.129101,2018-09,2018,9
300068,2018-12-31,42.097,2018-12,2018,12
300068,2019-03-31,38.705002,2019-03,2019,3
300068,2019-06-30,42.265202,2019-06,2019,6
300068,2019-09-30,34.59,2019-09,2019,9
300068,2019-12-31,38.438,2019-12,2019,12
300070,2010-06-30,25.976101,2010-06,2010,6
300070,2010-09-30,9.1834002,2010-09,2010,9
300070,2010-12-31,27.245501,2010-12,2010,12
300070,2011-03-31,9.0685997,2011-03,2011,3
300070,2011-06-30,26.255899,2011-06,2011,6
300070,2011-09-30,19.011101,2011-09,2011,9
300070,2011-12-31,31.2215,2011-12,2011,12
300070,2012-03-31,17.0823,2012-03,2012,3
300070,2012-06-30,30.1301,2012-06,2012,6
300070,2012-09-30,25.241699,2012-09,2012,9
300070,2012-12-31,37.680302,2012-12,2012,12
300070,2013-03-31,26.6724,2013-03,2013,3
300070,2013-06-30,38.033901,2013-06,2013,6
300070,2013-09-30,26.2505,2013-09,2013,9
300070,2013-12-31,36.982201,2013-12,2013,12
300070,2014-03-31,13.2217,2014-03,2014,3
300070,2014-06-30,26.143999,2014-06,2014,6
300070,2014-09-30,16.171499,2014-09,2014,9
300070,2014-12-31,21.4813,2014-12,2014,12
300070,2015-03-31,12.2192,2015-03,2015,3
300070,2015-06-30,14.0537,2015-06,2015,6
300070,2015-09-30,24.2519,2015-09,2015,9
300070,2015-12-31,22.995001,2015-12,2015,12
300070,2016-03-31,20.038601,2016-03,2016,3
300070,2016-06-30,22.154699,2016-06,2016,6
300070,2016-09-30,17.008699,2016-09,2016,9
300070,2016-12-31,17.565001,2016-12,2016,12
300070,2017-03-31,14.2012,2017-03,2017,3
300070,2017-06-30,15.4072,2017-06,2017,6
300070,2017-09-30,11.1529,2017-09,2017,9
300070,2017-12-31,14.0547,2017-12,2017,12
300070,2018-03-31,19.967199,2018-03,2018,3
300070,2018-06-30,16.894199,2018-06,2018,6
300070,2018-09-30,12.3795,2018-09,2018,9
300070,2018-12-31,18.3901,2018-12,2018,12
300070,2019-03-31,11.2824,2019-03,2019,3
300070,2019-06-30,15.0814,2019-06,2019,6
300070,2019-09-30,21.718,2019-09,2019,9
300070,2019-12-31,25.7141,2019-12,2019,12
300071,2013-06-30,28.878099,2013-06,2013,6
300071,2013-09-30,23.596399,2013-09,2013,9
300071,2016-12-31,21.4636,2016-12,2016,12
300071,2017-06-30,13.5117,2017-06,2017,6
300071,2017-09-30,13.035,2017-09,2017,9
300072,2010-06-30,54.569302,2010-06,2010,6
300072,2010-09-30,8.7670002,2010-09,2010,9
300072,2010-12-31,52.139,2010-12,2010,12
300072,2011-03-31,3.7880001,2011-03,2011,3
300072,2011-09-30,11.5119,2011-09,2011,9
300072,2011-12-31,52.103298,2011-12,2011,12
300072,2012-03-31,15.1324,2012-03,2012,3
300072,2012-06-30,66.2911,2012-06,2012,6
300072,2012-09-30,28.526199,2012-09,2012,9
300072,2012-12-31,77.879799,2012-12,2012,12
300072,2013-03-31,69.815903,2013-03,2013,3
300072,2013-06-30,64.930397,2013-06,2013,6
300072,2013-09-30,58.9076,2013-09,2013,9
300072,2013-12-31,62.925301,2013-12,2013,12
300072,2014-03-31,56.2673,2014-03,2014,3
300072,2014-06-30,64.280899,2014-06,2014,6
300072,2014-09-30,58.603901,2014-09,2014,9
300072,2014-12-31,58.850899,2014-12,2014,12
300072,2015-03-31,52.622299,2015-03,2015,3
300072,2015-06-30,52.7803,2015-06,2015,6
300072,2015-09-30,55.317402,2015-09,2015,9
300072,2015-12-31,57.4813,2015-12,2015,12
300072,2016-03-31,52.905499,2016-03,2016,3
300072,2016-06-30,55.421799,2016-06,2016,6
300072,2016-09-30,50.342499,2016-09,2016,9
300072,2016-12-31,51.915901,2016-12,2016,12
300072,2017-03-31,50.052101,2017-03,2017,3
300072,2017-06-30,50.7813,2017-06,2017,6
300072,2017-09-30,48.621601,2017-09,2017,9
300072,2017-12-31,50.9342,2017-12,2017,12
300072,2018-03-31,49.136799,2018-03,2018,3
300072,2018-06-30,50.445801,2018-06,2018,6
300072,2018-09-30,47.835201,2018-09,2018,9
300072,2018-12-31,50.6936,2018-12,2018,12
300072,2019-03-31,48.433998,2019-03,2019,3
300072,2019-06-30,52.008801,2019-06,2019,6
300072,2019-09-30,47.5,2019-09,2019,9
300072,2019-12-31,48.882401,2019-12,2019,12
300073,2010-06-30,68.482597,2010-06,2010,6
300073,2010-09-30,.92900002,2010-09,2010,9
300073,2010-12-31,64.778,2010-12,2010,12
300073,2011-03-31,1.853,2011-03,2011,3
300073,2014-06-30,70.093102,2014-06,2014,6
300073,2015-12-31,57.973598,2015-12,2015,12
300073,2016-03-31,42.125401,2016-03,2016,3
300073,2016-06-30,51.377701,2016-06,2016,6
300073,2016-09-30,46.3423,2016-09,2016,9
300073,2016-12-31,39.2286,2016-12,2016,12
300073,2017-03-31,33.149799,2017-03,2017,3
300073,2017-06-30,36.385601,2017-06,2017,6
300073,2017-09-30,30.860701,2017-09,2017,9
300073,2017-12-31,33.214199,2017-12,2017,12
300073,2018-03-31,33.227699,2018-03,2018,3
300073,2018-06-30,53.8731,2018-06,2018,6
300073,2018-09-30,42.190498,2018-09,2018,9
300073,2018-12-31,61.4006,2018-12,2018,12
300073,2019-03-31,46.6744,2019-03,2019,3
300073,2019-06-30,50.022301,2019-06,2019,6
300073,2019-09-30,42.757999,2019-09,2019,9
300073,2019-12-31,55.867199,2019-12,2019,12
300074,2010-06-30,2.9528999,2010-06,2010,6
300074,2011-03-31,.17,2011-03,2011,3
300074,2011-12-31,20.5172,2011-12,2011,12
300074,2012-09-30,10.5743,2012-09,2012,9
300074,2012-12-31,19.2213,2012-12,2012,12
300074,2013-03-31,15.3224,2013-03,2013,3
300074,2013-06-30,39.338299,2013-06,2013,6
300074,2013-09-30,24.6912,2013-09,2013,9
300074,2013-12-31,29.993099,2013-12,2013,12
300074,2014-03-31,10.2114,2014-03,2014,3
300074,2014-06-30,14.4227,2014-06,2014,6
300074,2014-09-30,5.6034999,2014-09,2014,9
300074,2014-12-31,3.9412999,2014-12,2014,12
300074,2015-03-31,2.4033,2015-03,2015,3
300074,2015-06-30,4.3994002,2015-06,2015,6
300074,2015-09-30,2.0185001,2015-09,2015,9
300074,2015-12-31,1.7506,2015-12,2015,12
300074,2016-06-30,1.5559,2016-06,2016,6
300074,2017-12-31,2.4763999,2017-12,2017,12
300074,2018-03-31,15.62,2018-03,2018,3
300075,2010-06-30,14.6297,2010-06,2010,6
300075,2012-12-31,23.8321,2012-12,2012,12
300075,2013-03-31,17.816299,2013-03,2013,3
300075,2013-06-30,26.2542,2013-06,2013,6
300075,2013-09-30,15.0983,2013-09,2013,9
300075,2013-12-31,40.081799,2013-12,2013,12
300075,2014-03-31,22.268499,2014-03,2014,3
300075,2014-06-30,45.6035,2014-06,2014,6
300075,2014-12-31,30.110001,2014-12,2014,12
300075,2015-03-31,21.3745,2015-03,2015,3
300075,2015-06-30,31.959999,2015-06,2015,6
300075,2015-09-30,13.7002,2015-09,2015,9
300075,2015-12-31,11.7076,2015-12,2015,12
300075,2016-03-31,7.2307,2016-03,2016,3
300075,2016-06-30,14.2629,2016-06,2016,6
300075,2016-09-30,2.3659999,2016-09,2016,9
300075,2016-12-31,5.4959998,2016-12,2016,12
300075,2017-03-31,.75999999,2017-03,2017,3
300075,2017-06-30,1.5639,2017-06,2017,6
300075,2017-09-30,5.6606002,2017-09,2017,9
300075,2017-12-31,5.6517,2017-12,2017,12
300075,2018-03-31,5.6191001,2018-03,2018,3
300075,2018-06-30,7.5088,2018-06,2018,6
300075,2018-09-30,4.4745998,2018-09,2018,9
300075,2018-12-31,5.5201998,2018-12,2018,12
300075,2019-03-31,3.9314001,2019-03,2019,3
300075,2019-06-30,4.2610998,2019-06,2019,6
300075,2019-09-30,2.9352,2019-09,2019,9
300075,2019-12-31,2.3317001,2019-12,2019,12
300076,2010-06-30,35.524101,2010-06,2010,6
300076,2013-12-31,30.02,2013-12,2013,12
300076,2014-06-30,32.364601,2014-06,2014,6
300076,2014-09-30,32.457298,2014-09,2014,9
300076,2015-12-31,35.988499,2015-12,2015,12
300076,2016-09-30,30.736,2016-09,2016,9
300077,2010-06-30,67.884399,2010-06,2010,6
300077,2010-09-30,5.3555002,2010-09,2010,9
300077,2010-12-31,61.121201,2010-12,2010,12
300077,2011-03-31,.6476,2011-03,2011,3
300077,2011-06-30,50.637901,2011-06,2011,6
300077,2011-09-30,17.889,2011-09,2011,9
300077,2011-12-31,46.2313,2011-12,2011,12
300077,2012-03-31,9.4659996,2012-03,2012,3
300077,2012-06-30,38.864201,2012-06,2012,6
300077,2012-09-30,8.3374996,2012-09,2012,9
300077,2012-12-31,38.601898,2012-12,2012,12
300077,2013-03-31,38.117001,2013-03,2013,3
300077,2013-06-30,44.152199,2013-06,2013,6
300077,2013-09-30,36.187,2013-09,2013,9
300077,2013-12-31,24.743799,2013-12,2013,12
300077,2014-03-31,16.568899,2014-03,2014,3
300077,2014-06-30,29.2631,2014-06,2014,6
300077,2014-09-30,17.140499,2014-09,2014,9
300077,2014-12-31,19.9555,2014-12,2014,12
300077,2015-03-31,16.509501,2015-03,2015,3
300077,2015-06-30,17.0037,2015-06,2015,6
300077,2015-09-30,10.7531,2015-09,2015,9
300077,2015-12-31,12.8229,2015-12,2015,12
300077,2016-03-31,3.9230001,2016-03,2016,3
300077,2016-06-30,10.7807,2016-06,2016,6
300077,2016-09-30,8.7466002,2016-09,2016,9
300077,2016-12-31,9.6913004,2016-12,2016,12
300077,2017-03-31,6.381,2017-03,2017,3
300077,2017-06-30,8.3732004,2017-06,2017,6
300077,2017-09-30,1.5,2017-09,2017,9
300077,2017-12-31,3.3501,2017-12,2017,12
300077,2018-03-31,1.3200001,2018-03,2018,3
300077,2018-06-30,.226,2018-06,2018,6
300077,2018-09-30,.36500001,2018-09,2018,9
300077,2018-12-31,.1617,2018-12,2018,12
300077,2019-03-31,.81,2019-03,2019,3
300077,2019-06-30,.39199999,2019-06,2019,6
300077,2019-09-30,.70999998,2019-09,2019,9
300077,2019-12-31,.40700001,2019-12,2019,12
300078,2010-06-30,5.7677002,2010-06,2010,6
300078,2010-09-30,1.855,2010-09,2010,9
300078,2010-12-31,9.3828001,2010-12,2010,12
300078,2011-03-31,.611,2011-03,2011,3
300078,2011-06-30,8.5384998,2011-06,2011,6
300078,2011-09-30,3.105,2011-09,2011,9
300078,2011-12-31,8.6710997,2011-12,2011,12
300078,2012-03-31,3.48,2012-03,2012,3
300078,2012-06-30,5.8958001,2012-06,2012,6
300078,2013-06-30,5.0239,2013-06,2013,6
300078,2013-09-30,9.0761003,2013-09,2013,9
300078,2013-12-31,16.7999,2013-12,2013,12
300078,2014-03-31,13.3159,2014-03,2014,3
300078,2014-06-30,17.549101,2014-06,2014,6
300078,2014-09-30,7.467,2014-09,2014,9
300078,2015-06-30,10.3946,2015-06,2015,6
300078,2015-09-30,25.938101,2015-09,2015,9
300078,2015-12-31,37.292,2015-12,2015,12
300078,2016-03-31,24.8892,2016-03,2016,3
300078,2016-06-30,36.979301,2016-06,2016,6
300078,2016-09-30,24.459101,2016-09,2016,9
300078,2016-12-31,41.426998,2016-12,2016,12
300078,2017-03-31,24.256001,2017-03,2017,3
300078,2017-06-30,34.0009,2017-06,2017,6
300078,2017-09-30,21.913401,2017-09,2017,9
300078,2017-12-31,21.576799,2017-12,2017,12
300078,2018-03-31,23.0951,2018-03,2018,3
300078,2018-06-30,38.6824,2018-06,2018,6
300078,2018-09-30,27.146,2018-09,2018,9
300078,2018-12-31,41.763599,2018-12,2018,12
300078,2019-03-31,27.435499,2019-03,2019,3
300078,2019-06-30,39.887798,2019-06,2019,6
300078,2019-09-30,33.953602,2019-09,2019,9
300078,2019-12-31,46.013599,2019-12,2019,12
300079,2010-06-30,22.3529,2010-06,2010,6
300079,2010-09-30,.73180002,2010-09,2010,9
300079,2010-12-31,19.7166,2010-12,2010,12
300079,2011-03-31,.884,2011-03,2011,3
300079,2011-06-30,22.343201,2011-06,2011,6
300079,2011-09-30,8.5679998,2011-09,2011,9
300079,2011-12-31,40.4021,2011-12,2011,12
300079,2012-03-31,10.4007,2012-03,2012,3
300079,2012-06-30,43.494801,2012-06,2012,6
300079,2012-09-30,14.4649,2012-09,2012,9
300079,2012-12-31,43.035702,2012-12,2012,12
300079,2013-03-31,25.491199,2013-03,2013,3
300079,2013-06-30,35.911499,2013-06,2013,6
300079,2013-09-30,27.553801,2013-09,2013,9
300079,2013-12-31,27.6222,2013-12,2013,12
300079,2014-03-31,14.6166,2014-03,2014,3
300079,2014-06-30,15.8337,2014-06,2014,6
300079,2014-09-30,8.6419001,2014-09,2014,9
300079,2014-12-31,12.4301,2014-12,2014,12
300079,2015-03-31,5.3147001,2015-03,2015,3
300079,2015-06-30,7.1486001,2015-06,2015,6
300079,2015-09-30,5.4499998,2015-09,2015,9
300079,2015-12-31,6.0858998,2015-12,2015,12
300079,2016-03-31,4.8687,2016-03,2016,3
300079,2016-06-30,7.4889998,2016-06,2016,6
300079,2016-09-30,5.04,2016-09,2016,9
300079,2016-12-31,8.4328003,2016-12,2016,12
300079,2017-03-31,6.6921,2017-03,2017,3
300079,2017-06-30,7.5124998,2017-06,2017,6
300079,2017-09-30,3.74,2017-09,2017,9
300079,2017-12-31,2.5580001,2017-12,2017,12
300079,2018-03-31,1.6,2018-03,2018,3
300079,2018-06-30,1.7983,2018-06,2018,6
300079,2018-09-30,1.51,2018-09,2018,9
300079,2018-12-31,1.3355,2018-12,2018,12
300079,2019-03-31,1.1105,2019-03,2019,3
300079,2019-06-30,.98030001,2019-06,2019,6
300079,2019-09-30,1,2019-09,2019,9
300079,2019-12-31,2.7434001,2019-12,2019,12
300080,2010-06-30,5.9022002,2010-06,2010,6
300080,2010-09-30,6.8326998,2010-09,2010,9
300080,2010-12-31,15.244,2010-12,2010,12
300080,2011-03-31,7.6733999,2011-03,2011,3
300080,2011-06-30,9.6955996,2011-06,2011,6
300080,2011-09-30,6.1789999,2011-09,2011,9
300080,2011-12-31,5.7062998,2011-12,2011,12
300080,2012-03-31,5.6849999,2012-03,2012,3
300080,2012-06-30,3.1761,2012-06,2012,6
300080,2012-09-30,.41,2012-09,2012,9
300080,2013-03-31,5.7845001,2013-03,2013,3
300080,2013-06-30,31.186501,2013-06,2013,6
300080,2013-09-30,28.0054,2013-09,2013,9
300080,2013-12-31,40.400299,2013-12,2013,12
300080,2014-03-31,33.235298,2014-03,2014,3
300080,2014-06-30,38.282299,2014-06,2014,6
300080,2014-09-30,32.784801,2014-09,2014,9
300080,2014-12-31,38.469799,2014-12,2014,12
300080,2015-03-31,32.335701,2015-03,2015,3
300080,2019-12-31,78.792603,2019-12,2019,12
300081,2016-03-31,4.6368999,2016-03,2016,3
300081,2016-09-30,11.9143,2016-09,2016,9
300081,2016-12-31,21.314501,2016-12,2016,12
300081,2017-03-31,17.267401,2017-03,2017,3
300081,2017-06-30,26.1203,2017-06,2017,6
300081,2017-09-30,24.788799,2017-09,2017,9
300081,2017-12-31,23.6593,2017-12,2017,12
300081,2018-06-30,26.360701,2018-06,2018,6
300081,2018-09-30,21.982901,2018-09,2018,9
300081,2018-12-31,15.2241,2018-12,2018,12
300081,2019-03-31,12.1699,2019-03,2019,3
300081,2019-06-30,11.9434,2019-06,2019,6
300081,2019-09-30,11.3692,2019-09,2019,9
300081,2019-12-31,12.2582,2019-12,2019,12
300082,2010-06-30,73.1409,2010-06,2010,6
300082,2010-09-30,2.2750001,2010-09,2010,9
300082,2010-12-31,75.665703,2010-12,2010,12
300082,2011-03-31,2.0420001,2011-03,2011,3
300082,2011-06-30,71.692802,2011-06,2011,6
300082,2011-09-30,10.623,2011-09,2011,9
300082,2011-12-31,70.636803,2011-12,2011,12
300082,2012-03-31,9.0760002,2012-03,2012,3
300082,2012-06-30,70.158897,2012-06,2012,6
300082,2012-09-30,11.692,2012-09,2012,9
300082,2012-12-31,67.414299,2012-12,2012,12
300082,2013-03-31,67.096001,2013-03,2013,3
300082,2013-06-30,68.654503,2013-06,2013,6
300082,2013-09-30,66.629997,2013-09,2013,9
300082,2013-12-31,68.393097,2013-12,2013,12
300082,2014-03-31,66.660004,2014-03,2014,3
300082,2014-06-30,66.910004,2014-06,2014,6
300082,2014-09-30,66.629997,2014-09,2014,9
300082,2014-12-31,69.097603,2014-12,2014,12
300082,2017-09-30,59.860001,2017-09,2017,9
300082,2017-12-31,59.121201,2017-12,2017,12
300082,2018-03-31,59.090401,2018-03,2018,3
300082,2018-06-30,59.0569,2018-06,2018,6
300082,2018-09-30,59,2018-09,2018,9
300082,2018-12-31,59.787998,2018-12,2018,12
300082,2019-03-31,60.651199,2019-03,2019,3
300082,2019-06-30,61.8111,2019-06,2019,6
300082,2019-09-30,59.77,2019-09,2019,9
300082,2019-12-31,59.685699,2019-12,2019,12
300083,2010-06-30,77.582901,2010-06,2010,6
300083,2010-12-31,97.466698,2010-12,2010,12
300083,2011-03-31,87.695999,2011-03,2011,3
300083,2011-09-30,14.7332,2011-09,2011,9
300083,2011-12-31,88.826897,2011-12,2011,12
300083,2012-03-31,7.6820002,2012-03,2012,3
300083,2012-12-31,91.325798,2012-12,2012,12
300083,2013-03-31,80.529701,2013-03,2013,3
300083,2013-06-30,86.774399,2013-06,2013,6
300083,2013-09-30,69.527496,2013-09,2013,9
300083,2013-12-31,78.902,2013-12,2013,12
300083,2014-03-31,66.167999,2014-03,2014,3
300083,2014-06-30,87.503998,2014-06,2014,6
300083,2014-09-30,68.224998,2014-09,2014,9
300083,2014-12-31,69.691399,2014-12,2014,12
300083,2015-03-31,61.8503,2015-03,2015,3
300083,2015-09-30,65.731796,2015-09,2015,9
300083,2015-12-31,59.020302,2015-12,2015,12
300083,2016-03-31,48.993099,2016-03,2016,3
300083,2016-06-30,41.709,2016-06,2016,6
300083,2016-09-30,41.813,2016-09,2016,9
300083,2016-12-31,46.5522,2016-12,2016,12
300083,2017-03-31,34.4034,2017-03,2017,3
300083,2017-06-30,45.564201,2017-06,2017,6
300083,2017-09-30,28.6562,2017-09,2017,9
300083,2017-12-31,32.254398,2017-12,2017,12
