"Symbol","EndDate","InsInvestorProp"
"002201","2010-09-30","0.6930"
"002201","2010-12-31","51.0300"
"002201","2011-03-31","51.0270"
"002201","2011-06-30","51.0300"
"002201","2011-09-30","51.3210"
"002201","2011-12-31","51.1052"
"002201","2012-03-31","51.5320"
"002201","2012-06-30","51.2724"
"002201","2012-09-30","51.0280"
"002201","2012-12-31","51.1743"
"002201","2013-03-31","51.0300"
"002201","2013-06-30","50.7503"
"002201","2013-09-30","50.7400"
"002201","2013-12-31","50.5832"
"002201","2014-03-31","51.8920"
"002201","2014-06-30","51.8832"
"002201","2014-09-30","51.9800"
"002201","2014-12-31","54.9084"
"002201","2015-03-31","54.1188"
"002201","2015-06-30","59.8836"
"002201","2015-09-30","51.5490"
"002201","2015-12-31","53.0689"
"002201","2016-03-31","52.7986"
"002201","2016-06-30","52.2443"
"002201","2016-09-30","53.2500"
"002201","2016-12-31","49.9611"
"002201","2017-03-31","50.0200"
"002201","2017-06-30","51.1140"
"002201","2017-09-30","50.5610"
"002201","2017-12-31","50.6119"
"002201","2018-03-31","40.1600"
"002201","2018-06-30","24.4507"
"002201","2018-09-30","23.7800"
"002201","2018-12-31","23.1707"
"002201","2019-03-31","23.6900"
"002201","2019-06-30","25.1728"
"002201","2019-09-30","23.7680"
"002201","2019-12-31","42.2984"
"002202","2009-03-31","23.4917"
"002202","2009-06-30","66.4595"
"002202","2009-09-30","8.0725"
"002202","2009-12-31","63.2642"
"002202","2010-03-31","11.9396"
"002202","2010-06-30","66.4297"
"002202","2010-09-30","9.6807"
"002202","2010-12-31","56.0225"
"002202","2011-03-31","59.7445"
"002202","2011-06-30","59.5967"
"002202","2011-09-30","54.0880"
"002202","2011-12-31","59.5363"
"002202","2012-03-31","51.7559"
"002202","2012-06-30","54.6575"
"002202","2012-09-30","50.3099"
"002202","2012-12-31","53.2853"
"002202","2013-03-31","48.0003"
"002202","2013-06-30","54.8653"
"002202","2013-09-30","50.3196"
"002202","2013-12-31","58.8583"
"002202","2014-03-31","74.8009"
"002202","2014-06-30","63.9714"
"002202","2014-09-30","57.0412"
"002202","2014-12-31","58.3796"
"002202","2015-03-31","50.6278"
"002202","2015-06-30","52.4177"
"002202","2015-09-30","57.3242"
"002202","2015-12-31","74.6327"
"002202","2016-03-31","60.0575"
"002202","2016-06-30","61.6365"
"002202","2016-09-30","59.7655"
"002202","2016-12-31","66.5641"
"002202","2017-03-31","61.9134"
"002202","2017-06-30","65.2961"
"002202","2017-09-30","63.7477"
"002202","2017-12-31","72.6876"
"002202","2018-03-31","70.1075"
"002202","2018-06-30","73.0260"
"002202","2018-09-30","68.4397"
"002202","2018-12-31","73.7244"
"002202","2019-03-31","70.2136"
"002202","2019-06-30","72.4450"
"002202","2019-09-30","68.4893"
"002202","2019-12-31","73.6390"
"002203","2009-03-31","18.2830"
"002203","2009-06-30","72.3950"
"002203","2009-09-30","17.5130"
"002203","2009-12-31","72.1493"
"002203","2010-03-31","18.6552"
"002203","2010-06-30","72.4250"
"002203","2010-09-30","29.9940"
"002203","2010-12-31","73.9648"
"002203","2011-03-31","25.9570"
"002203","2011-06-30","67.2680"
"002203","2011-09-30","67.2120"
"002203","2011-12-31","68.7179"
"002203","2012-03-31","68.8520"
"002203","2012-06-30","69.4362"
"002203","2012-09-30","69.3680"
"002203","2012-12-31","70.1666"
"002203","2013-03-31","69.4317"
"002203","2013-06-30","69.4301"
"002203","2013-09-30","69.3510"
"002203","2013-12-31","72.6279"
"002203","2014-03-31","73.0280"
"002203","2014-06-30","69.5107"
"002203","2014-09-30","69.0320"
"002203","2014-12-31","68.9497"
"002203","2015-03-31","68.4789"
"002203","2015-06-30","71.8819"
"002203","2015-09-30","71.6590"
"002203","2015-12-31","71.0148"
"002203","2016-03-31","69.6100"
"002203","2016-06-30","69.1869"
"002203","2016-09-30","69.0690"
"002203","2016-12-31","70.3894"
"002203","2017-03-31","68.0200"
"002203","2017-06-30","67.5273"
"002203","2017-09-30","66.9783"
"002203","2017-12-31","67.4637"
"002203","2018-03-31","66.2721"
"002203","2018-06-30","67.9970"
"002203","2018-09-30","68.0172"
"002203","2018-12-31","72.2035"
"002203","2019-03-31","71.1570"
"002203","2019-06-30","75.0930"
"002203","2019-09-30","72.2320"
"002203","2019-12-31","68.5290"
"002204","2009-03-31","10.7581"
"002204","2009-06-30","91.2756"
"002204","2009-09-30","7.0630"
"002204","2009-12-31","86.8446"
"002204","2010-03-31","3.8930"
"002204","2010-06-30","79.6643"
"002204","2010-09-30","3.8910"
"002204","2010-12-31","80.7284"
"002204","2011-03-31","76.1980"
"002204","2011-06-30","77.9902"
"002204","2011-09-30","76.9600"
"002204","2011-12-31","87.9853"
"002204","2012-03-31","37.7260"
"002204","2012-06-30","88.7993"
"002204","2012-09-30","38.1280"
"002204","2012-12-31","89.3667"
"002204","2013-03-31","88.5700"
"002204","2013-06-30","89.2100"
"002204","2013-09-30","88.4434"
"002204","2013-12-31","115.8823"
"002204","2014-03-31","85.1800"
"002204","2014-06-30","84.5109"
"002204","2014-09-30","68.0041"
"002204","2014-12-31","68.1898"
"002204","2015-03-31","68.4300"
"002204","2015-06-30","67.2227"
"002204","2015-09-30","74.8900"
"002204","2015-12-31","70.3912"
"002204","2016-03-31","71.8900"
"002204","2016-06-30","70.3635"
"002204","2016-09-30","68.9000"
"002204","2016-12-31","69.1210"
"002204","2017-03-31","68.4093"
"002204","2017-06-30","67.9781"
"002204","2017-09-30","67.7600"
"002204","2017-12-31","68.5181"
"002204","2018-03-31","68.8900"
"002204","2018-06-30","68.9421"
"002204","2018-09-30","124.4770"
"002204","2018-12-31","68.7526"
"002204","2019-03-31","67.3500"
"002204","2019-06-30","67.2775"
"002204","2019-09-30","66.1600"
"002204","2019-12-31","66.8188"
"002205","2009-03-31","12.8760"
"002205","2009-06-30","72.4181"
"002205","2009-09-30","10.1960"
"002205","2009-12-31","78.2327"
"002205","2010-03-31","10.1740"
"002205","2010-06-30","70.6283"
"002205","2010-09-30","12.7890"
"002205","2010-12-31","65.0751"
"002205","2011-03-31","46.9063"
"002205","2011-06-30","88.5255"
"002205","2011-09-30","45.6817"
"002205","2011-12-31","56.5734"
"002205","2012-03-31","44.0040"
"002205","2012-06-30","74.2382"
"002205","2012-09-30","43.7530"
"002205","2012-12-31","46.3342"
"002205","2013-03-31","46.1600"
"002205","2013-06-30","51.4324"
"002205","2013-09-30","41.3400"
"002205","2013-12-31","40.0372"
"002205","2014-03-31","39.2600"
"002205","2014-06-30","34.3961"
"002205","2014-09-30","35.9600"
"002205","2014-12-31","36.7409"
"002205","2015-03-31","35.3200"
"002205","2015-06-30","47.4511"
"002205","2015-09-30","48.8000"
"002205","2015-12-31","51.4581"
"002205","2016-03-31","47.1870"
"002205","2016-06-30","46.0996"
"002205","2016-09-30","39.1600"
"002205","2016-12-31","44.8933"
"002205","2017-03-31","39.4600"
"002205","2017-06-30","38.0321"
"002205","2017-09-30","37.8000"
"002205","2017-12-31","37.2139"
"002205","2018-03-31","37.0500"
"002205","2018-06-30","37.4319"
"002205","2018-09-30","37.0500"
"002205","2018-12-31","37.1784"
"002205","2019-03-31","41.4128"
"002205","2019-06-30","43.0204"
"002205","2019-09-30","42.7189"
"002205","2019-12-31","37.9424"
"002206","2009-03-31","30.7840"
"002206","2009-06-30","36.7329"
"002206","2009-09-30","33.8370"
"002206","2009-12-31","41.5440"
"002206","2010-03-31","35.6672"
"002206","2010-06-30","33.5957"
"002206","2010-09-30","28.5770"
"002206","2010-12-31","36.8315"
"002206","2011-03-31","23.1419"
"002206","2011-06-30","39.8261"
"002206","2011-09-30","22.6084"
"002206","2011-12-31","38.8012"
"002206","2012-03-31","21.1710"
"002206","2012-06-30","27.6392"
"002206","2012-09-30","25.9110"
"002206","2012-12-31","22.7544"
"002206","2013-03-31","24.4600"
"002206","2013-06-30","25.8978"
"002206","2013-09-30","22.2830"
"002206","2013-12-31","21.3659"
"002206","2014-03-31","21.5560"
"002206","2014-06-30","23.4595"
"002206","2014-09-30","18.8892"
"002206","2014-12-31","18.4478"
"002206","2015-03-31","18.9017"
"002206","2015-06-30","26.5723"
"002206","2015-09-30","27.4563"
"002206","2015-12-31","26.9771"
"002206","2016-03-31","23.3973"
"002206","2016-06-30","28.2969"
"002206","2016-09-30","23.3036"
"002206","2016-12-31","27.1545"
"002206","2017-03-31","24.6658"
"002206","2017-06-30","32.5857"
"002206","2017-09-30","22.0575"
"002206","2017-12-31","25.1637"
"002206","2018-03-31","18.2878"
"002206","2018-06-30","20.8414"
"002206","2018-09-30","14.9561"
"002206","2018-12-31","22.8432"
"002206","2019-03-31","17.0390"
"002206","2019-06-30","24.7673"
"002206","2019-09-30","20.7900"
"002206","2019-12-31","23.9556"
"002207","2009-03-31","2.6700"
"002207","2009-06-30","6.8566"
"002207","2009-09-30","0.3050"
"002207","2009-12-31","6.8220"
"002207","2010-03-31","1.3550"
"002207","2010-06-30","8.2865"
"002207","2010-12-31","5.0160"
"002207","2011-03-31","1.7960"
"002207","2011-06-30","3.9576"
"002207","2011-09-30","4.3100"
"002207","2011-12-31","4.9421"
"002207","2012-03-31","4.3100"
"002207","2012-06-30","6.6964"
"002207","2012-09-30","5.1460"
"002207","2012-12-31","5.2364"
"002207","2013-03-31","5.1500"
"002207","2013-06-30","6.9932"
"002207","2013-09-30","8.2705"
"002207","2013-12-31","40.8018"
"002207","2014-03-31","33.7299"
"002207","2014-06-30","40.2186"
"002207","2014-09-30","40.7541"
"002207","2014-12-31","47.0932"
"002207","2015-03-31","21.8470"
"002207","2015-06-30","30.4258"
"002207","2015-09-30","25.4470"
"002207","2015-12-31","23.5101"
"002207","2016-03-31","22.1473"
"002207","2016-06-30","23.5101"
"002207","2016-09-30","22.1497"
"002207","2016-12-31","19.0753"
"002207","2017-03-31","18.6521"
"002207","2017-06-30","17.8700"
"002207","2017-09-30","16.8300"
"002207","2017-12-31","16.8300"
"002207","2018-03-31","23.3000"
"002207","2018-06-30","23.3000"
"002207","2018-09-30","23.3000"
"002207","2018-12-31","25.6300"
"002207","2019-03-31","25.9500"
"002207","2019-06-30","28.5400"
"002207","2019-09-30","28.7400"
"002207","2019-12-31","30.9200"
"002208","2009-03-31","8.9840"
"002208","2009-06-30","75.0161"
"002208","2009-09-30","17.0103"
"002208","2009-12-31","83.3156"
"002208","2010-03-31","10.2820"
"002208","2010-06-30","73.9975"
"002208","2010-09-30","4.0330"
"002208","2010-12-31","67.1545"
"002208","2011-03-31","65.3820"
"002208","2011-06-30","68.5903"
"002208","2011-09-30","61.1070"
"002208","2011-12-31","61.9535"
"002208","2012-03-31","62.0510"
"002208","2012-06-30","62.8937"
"002208","2012-09-30","62.9710"
"002208","2012-12-31","64.8326"
"002208","2013-03-31","62.2300"
"002208","2013-06-30","62.0379"
"002208","2013-09-30","61.6700"
"002208","2013-12-31","61.9215"
"002208","2014-03-31","61.9100"
"002208","2014-06-30","59.7134"
"002208","2014-09-30","59.8300"
"002208","2014-12-31","61.7250"
"002208","2015-03-31","64.7210"
"002208","2015-06-30","66.9421"
"002208","2015-09-30","69.4238"
"002208","2015-12-31","72.1965"
"002208","2016-03-31","65.4913"
"002208","2016-06-30","69.4943"
"002208","2016-09-30","59.9800"
"002208","2016-12-31","61.3080"
"002208","2017-03-31","60.2900"
"002208","2017-06-30","59.9777"
"002208","2017-09-30","58.7300"
"002208","2017-12-31","58.8710"
"002208","2018-03-31","58.7000"
"002208","2018-06-30","59.0246"
"002208","2018-09-30","58.6700"
"002208","2018-12-31","58.6746"
"002208","2019-03-31","58.6700"
"002208","2019-06-30","59.0220"
"002208","2019-09-30","58.6700"
"002208","2019-12-31","58.6869"
"002209","2009-03-31","12.4900"
"002209","2009-06-30","11.7000"
"002209","2009-09-30","14.0580"
"002209","2009-12-31","19.5758"
"002209","2010-03-31","10.7210"
"002209","2010-06-30","17.0560"
"002209","2010-09-30","12.5460"
"002209","2010-12-31","22.8704"
"002209","2011-03-31","18.2170"
"002209","2011-06-30","18.8546"
"002209","2011-09-30","18.9760"
"002209","2011-12-31","22.7297"
"002209","2012-03-31","21.3299"
"002209","2012-06-30","26.6888"
"002209","2012-09-30","21.9870"
"002209","2012-12-31","24.1180"
"002209","2013-03-31","14.0280"
"002209","2013-06-30","10.9354"
"002209","2013-09-30","11.3200"
"002209","2013-12-31","9.0833"
"002209","2014-03-31","11.9100"
"002209","2014-06-30","14.7335"
"002209","2014-09-30","11.2200"
"002209","2014-12-31","12.0353"
"002209","2015-03-31","11.6300"
"002209","2015-06-30","12.8795"
"002209","2015-09-30","28.7200"
"002209","2015-12-31","33.5903"
"002209","2016-03-31","30.2287"
"002209","2016-06-30","42.5951"
"002209","2016-09-30","41.7232"
"002209","2016-12-31","39.6225"
"002209","2017-03-31","36.1402"
"002209","2017-06-30","32.9744"
"002209","2017-09-30","32.0000"
"002209","2017-12-31","30.5314"
"002209","2018-03-31","30.9420"
"002209","2018-06-30","23.4959"
"002209","2018-09-30","23.3300"
"002209","2018-12-31","23.3916"
"002209","2019-03-31","23.2600"
"002209","2019-06-30","23.3414"
"002209","2019-09-30","22.8000"
"002209","2019-12-31","22.7701"
"002210","2009-03-31","2.6780"
"002210","2009-06-30","65.2681"
"002210","2009-12-31","63.5300"
"002210","2010-03-31","2.4270"
"002210","2010-06-30","68.3998"
"002210","2010-09-30","0.6150"
"002210","2010-12-31","64.0108"
"002210","2011-03-31","64.7860"
"002210","2011-06-30","64.1822"
"002210","2011-09-30","64.5590"
"002210","2011-12-31","66.1068"
"002210","2012-03-31","67.2079"
"002210","2012-06-30","65.1282"
"002210","2012-09-30","63.7020"
"002210","2012-12-31","125.3856"
"002210","2013-03-31","63.5600"
"002210","2013-06-30","62.7856"
"002210","2013-09-30","63.1200"
"002210","2013-12-31","64.4327"
"002210","2014-03-31","64.9940"
"002210","2014-06-30","65.3658"
"002210","2014-09-30","66.1450"
"002210","2014-12-31","67.8422"
"002210","2015-03-31","67.1900"
"002210","2015-06-30","72.7414"
"002210","2015-09-30","59.3586"
"002210","2015-12-31","53.4231"
"002210","2016-03-31","59.1700"
"002210","2016-06-30","60.8126"
"002210","2016-09-30","62.0690"
"002210","2016-12-31","65.4340"
"002210","2017-03-31","65.5420"
"002210","2017-06-30","65.4081"
"002210","2017-09-30","64.4130"
"002210","2017-12-31","58.7726"
"002210","2018-03-31","58.3881"
"002210","2018-06-30","58.3988"
"002210","2018-09-30","54.0600"
"002210","2018-12-31","52.7861"
"002210","2019-03-31","52.0790"
"002210","2019-06-30","49.4703"
"002210","2019-09-30","48.7000"
"002210","2019-12-31","48.5000"
"002211","2009-03-31","1.9210"
"002211","2009-06-30","56.8800"
"002211","2009-09-30","6.9247"
"002211","2009-12-31","58.3292"
"002211","2010-03-31","1.8120"
"002211","2010-06-30","58.8700"
"002211","2010-09-30","1.0860"
"002211","2010-12-31","57.8170"
"002211","2011-03-31","0.5360"
"002211","2011-06-30","57.0070"
"002211","2011-09-30","2.1632"
"002211","2011-12-31","60.7586"
"002211","2012-03-31","20.6286"
"002211","2012-06-30","53.1766"
"002211","2012-09-30","16.2260"
"002211","2012-12-31","51.1737"
"002211","2013-03-31","51.2400"
"002211","2013-06-30","50.8906"
"002211","2013-09-30","50.8447"
"002211","2013-12-31","50.0016"
"002211","2014-03-31","50.5100"
"002211","2014-06-30","47.7082"
"002211","2014-09-30","46.9258"
"002211","2014-12-31","44.8546"
"002211","2015-03-31","44.6400"
"002211","2015-06-30","44.8546"
"002211","2015-09-30","38.9100"
"002211","2015-12-31","39.6190"
"002211","2016-03-31","39.4900"
"002211","2016-06-30","38.8800"
"002211","2016-09-30","38.2100"
"002211","2016-12-31","38.5691"
"002211","2017-03-31","38.8200"
"002211","2017-06-30","42.8218"
"002211","2017-09-30","41.9900"
"002211","2017-12-31","38.2865"
"002211","2018-03-31","38.4100"
"002211","2018-06-30","38.2649"
"002211","2018-09-30","38.2100"
"002211","2018-12-31","38.2107"
"002211","2019-03-31","38.7700"
"002211","2019-06-30","38.8207"
"002211","2019-09-30","38.8900"
"002211","2019-12-31","39.4070"
"002212","2009-03-31","0.5300"
"002212","2009-06-30","0.3697"
"002212","2009-09-30","0.2410"
"002212","2009-12-31","1.4610"
"002212","2010-03-31","3.1510"
"002212","2010-06-30","5.3580"
"002212","2010-09-30","6.0650"
"002212","2010-12-31","16.0315"
"002212","2011-03-31","1.3829"
"002212","2011-06-30","11.5477"
"002212","2011-09-30","0.4650"
"002212","2011-12-31","5.4434"
"002212","2012-03-31","5.6547"
"002212","2012-06-30","7.0268"
"002212","2012-09-30","5.7100"
"002212","2012-12-31","5.7903"
"002212","2013-03-31","5.1600"
"002212","2013-06-30","5.3551"
"002212","2013-09-30","4.8200"
"002212","2013-12-31","3.5289"
"002212","2014-03-31","2.5200"
"002212","2014-06-30","2.3300"
"002212","2014-09-30","1.9600"
"002212","2014-12-31","0.4107"
"002212","2015-03-31","3.0400"
"002212","2015-06-30","0.3682"
"002212","2015-09-30","0.3300"
"002212","2015-12-31","4.1616"
"002212","2016-03-31","1.1800"
"002212","2016-06-30","0.8345"
"002212","2016-09-30","0.5900"
"002212","2016-12-31","1.3490"
"002212","2017-03-31","29.6220"
"002212","2017-06-30","30.9385"
"002212","2017-09-30","30.4810"
"002212","2017-12-31","31.4091"
"002212","2018-03-31","32.1560"
"002212","2018-06-30","35.6766"
"002212","2018-09-30","33.4382"
"002212","2018-12-31","34.1355"
"002212","2019-03-31","33.0638"
"002212","2019-06-30","36.3684"
"002212","2019-09-30","35.6692"
"002212","2019-12-31","40.0798"
"002213","2009-03-31","0.6280"
"002213","2009-06-30","2.0947"
"002213","2009-12-31","1.5647"
"002213","2010-06-30","2.0447"
"002213","2010-09-30","1.5620"
"002213","2010-12-31","6.0137"
"002213","2011-03-31","4.0470"
"002213","2011-06-30","7.4593"
"002213","2011-09-30","6.8380"
"002213","2011-12-31","5.2876"
"002213","2012-03-31","5.5110"
"002213","2012-06-30","5.5435"
"002213","2012-09-30","3.9480"
"002213","2012-12-31","7.0742"
"002213","2013-03-31","6.5190"
"002213","2013-06-30","5.7948"
"002213","2013-09-30","3.9300"
"002213","2013-12-31","3.8797"
"002213","2014-03-31","13.3600"
"002213","2014-06-30","11.2900"
"002213","2014-09-30","8.3484"
"002213","2014-12-31","6.9951"
"002213","2015-03-31","4.9600"
"002213","2015-06-30","14.6486"
"002213","2015-09-30","14.7770"
"002213","2015-12-31","9.8775"
"002213","2016-03-31","13.3817"
"002213","2016-06-30","13.4609"
"002213","2016-09-30","27.9956"
"002213","2016-12-31","27.8434"
"002213","2017-03-31","30.2600"
"002213","2017-06-30","37.3335"
"002213","2017-09-30","36.3130"
"002213","2017-12-31","36.3096"
"002213","2018-03-31","34.6500"
"002213","2018-06-30","30.1589"
"002213","2018-09-30","24.1600"
"002213","2018-12-31","25.5592"
"002213","2019-03-31","25.5500"
"002213","2019-06-30","25.5535"
"002213","2019-09-30","27.4400"
"002213","2019-12-31","29.0280"
"002214","2009-03-31","17.7030"
"002214","2009-06-30","38.2211"
"002214","2009-09-30","19.4060"
"002214","2009-12-31","34.3032"
"002214","2010-03-31","22.2732"
"002214","2010-06-30","51.0394"
"002214","2010-09-30","32.5008"
"002214","2010-12-31","33.3670"
"002214","2011-03-31","19.1287"
"002214","2011-06-30","28.6388"
"002214","2011-09-30","16.5997"
"002214","2011-12-31","26.8565"
"002214","2012-03-31","9.3520"
"002214","2012-06-30","10.3672"
"002214","2012-09-30","5.5030"
"002214","2012-12-31","3.7454"
"002214","2013-03-31","0.5400"
"002214","2013-06-30","0.7286"
"002214","2013-09-30","8.5452"
"002214","2013-12-31","27.7315"
"002214","2014-03-31","21.7222"
"002214","2014-06-30","39.4479"
"002214","2014-09-30","26.5193"
"002214","2014-12-31","41.4578"
"002214","2015-03-31","18.5888"
"002214","2015-06-30","18.8790"
"002214","2015-09-30","9.9369"
"002214","2015-12-31","22.3880"
"002214","2016-03-31","12.6187"
"002214","2016-06-30","16.0044"
"002214","2016-09-30","15.2122"
"002214","2016-12-31","21.0862"
"002214","2017-03-31","11.4299"
"002214","2017-06-30","10.8974"
"002214","2017-09-30","7.9447"
"002214","2017-12-31","6.9421"
"002214","2018-03-31","2.8700"
"002214","2018-06-30","2.9393"
"002214","2018-09-30","2.7600"
"002214","2018-12-31","3.8647"
"002214","2019-03-31","8.3750"
"002214","2019-06-30","10.3534"
"002214","2019-09-30","5.1503"
"002214","2019-12-31","6.3446"
"002215","2009-03-31","17.6263"
"002215","2009-06-30","64.8775"
"002215","2009-09-30","14.6635"
"002215","2009-12-31","66.2978"
"002215","2010-03-31","17.1303"
"002215","2010-06-30","62.1719"
"002215","2010-09-30","21.6512"
"002215","2010-12-31","50.4812"
"002215","2011-03-31","39.1693"
"002215","2011-06-30","52.4783"
"002215","2011-09-30","34.6976"
"002215","2011-12-31","45.9643"
"002215","2012-03-31","29.1940"
"002215","2012-06-30","32.3124"
"002215","2012-09-30","26.4307"
"002215","2012-12-31","35.5976"
"002215","2013-03-31","35.5658"
"002215","2013-06-30","41.2716"
"002215","2013-09-30","34.2262"
"002215","2013-12-31","51.3247"
"002215","2014-03-31","38.9183"
"002215","2014-06-30","46.8456"
"002215","2014-09-30","40.5160"
"002215","2014-12-31","49.0830"
"002215","2015-03-31","42.3820"
"002215","2015-06-30","48.0854"
"002215","2015-09-30","38.7190"
"002215","2015-12-31","44.6732"
"002215","2016-03-31","36.6895"
"002215","2016-06-30","34.8170"
"002215","2016-09-30","29.7543"
"002215","2016-12-31","39.8149"
"002215","2017-03-31","34.8391"
"002215","2017-06-30","31.3708"
"002215","2017-09-30","27.9268"
"002215","2017-12-31","29.3777"
"002215","2018-03-31","28.7424"
"002215","2018-06-30","27.6066"
"002215","2018-09-30","27.3979"
"002215","2018-12-31","38.5044"
"002215","2019-03-31","25.4007"
"002215","2019-06-30","22.8490"
"002215","2019-09-30","20.7706"
"002215","2019-12-31","18.2006"
"002216","2009-03-31","8.2650"
"002216","2009-06-30","40.5671"
"002216","2009-09-30","5.4370"
"002216","2009-12-31","36.7616"
"002216","2010-03-31","10.3150"
"002216","2010-06-30","48.5525"
"002216","2010-09-30","14.3292"
"002216","2010-12-31","49.0409"
"002216","2011-03-31","37.8972"
"002216","2011-06-30","40.8173"
"002216","2011-09-30","33.9331"
"002216","2011-12-31","41.9252"
"002216","2012-03-31","33.1673"
"002216","2012-06-30","41.3053"
"002216","2012-09-30","31.7110"
"002216","2012-12-31","44.0753"
"002216","2013-03-31","36.1400"
"002216","2013-06-30","39.8752"
"002216","2013-09-30","31.3152"
"002216","2013-12-31","37.2148"
"002216","2014-03-31","31.9500"
"002216","2014-06-30","40.6266"
"002216","2014-09-30","59.2732"
"002216","2014-12-31","39.0047"
"002216","2015-03-31","36.8270"
"002216","2015-06-30","34.7284"
"002216","2015-09-30","30.7932"
"002216","2015-12-31","32.9590"
"002216","2016-03-31","31.0448"
"002216","2016-06-30","31.9455"
"002216","2016-09-30","57.0887"
"002216","2016-12-31","34.2451"
"002216","2017-03-31","31.4208"
"002216","2017-06-30","31.8360"
"002216","2017-09-30","29.9100"
"002216","2017-12-31","30.2486"
"002216","2018-03-31","29.7100"
"002216","2018-06-30","31.0822"
"002216","2018-09-30","30.5363"
"002216","2018-12-31","51.1631"
"002216","2019-03-31","30.8163"
"002216","2019-06-30","37.6264"
"002216","2019-09-30","49.1015"
"002216","2019-12-31","42.1123"
"002217","2009-06-30","0.3061"
"002217","2009-12-31","20.5159"
"002217","2010-03-31","1.0560"
"002217","2010-06-30","0.7263"
"002217","2010-12-31","2.1911"
"002217","2011-03-31","1.7740"
"002217","2011-06-30","0.2691"
"002217","2011-12-31","0.8229"
"002217","2012-03-31","1.0740"
"002217","2012-06-30","0.4276"
"002217","2012-12-31","0.0747"
"002217","2013-06-30","0.0101"
"002217","2013-12-31","0.0027"
"002217","2014-03-31","13.3000"
"002217","2014-06-30","13.3000"
"002217","2014-09-30","10.5200"
"002217","2014-12-31","10.5200"
"002217","2015-03-31","13.1560"
"002217","2015-06-30","12.5727"
"002217","2015-09-30","9.0871"
"002217","2015-12-31","24.5103"
"002217","2016-03-31","20.0523"
"002217","2016-06-30","22.6965"
"002217","2016-09-30","20.7303"
"002217","2016-12-31","30.2471"
"002217","2017-03-31","24.3331"
"002217","2017-06-30","31.3444"
"002217","2017-09-30","30.6145"
"002217","2017-12-31","31.6243"
"002217","2018-03-31","27.4512"
"002217","2018-06-30","29.7068"
"002217","2018-09-30","20.7795"
"002217","2018-12-31","32.8669"
"002217","2019-03-31","32.3810"
"002217","2019-06-30","32.9252"
"002217","2019-09-30","31.4800"
"002217","2019-12-31","30.2409"
"002218","2009-03-31","2.1460"
"002218","2009-06-30","72.2711"
"002218","2009-09-30","1.3570"
"002218","2009-12-31","74.2669"
"002218","2010-03-31","0.4990"
"002218","2010-06-30","72.8372"
"002218","2010-09-30","0.3100"
"002218","2010-12-31","73.9032"
"002218","2011-03-31","65.1668"
"002218","2011-06-30","73.9179"
"002218","2011-09-30","62.1400"
"002218","2011-12-31","69.3510"
"002218","2012-03-31","67.4990"
"002218","2012-06-30","63.9954"
"002218","2012-09-30","62.6850"
"002218","2012-12-31","63.0371"
"002218","2013-03-31","58.9900"
"002218","2013-06-30","58.6043"
"002218","2013-09-30","57.9000"
"002218","2013-12-31","57.8207"
"002218","2014-03-31","57.8100"
"002218","2014-06-30","57.7889"
"002218","2014-09-30","57.8800"
"002218","2014-12-31","59.0531"
"002218","2015-03-31","58.5300"
"002218","2015-06-30","60.7571"
"002218","2015-09-30","61.1671"
"002218","2015-12-31","61.7200"
"002218","2016-03-31","61.0161"
"002218","2016-06-30","55.1726"
"002218","2016-09-30","49.8300"
"002218","2016-12-31","51.7882"
"002218","2017-03-31","49.7132"
"002218","2017-06-30","49.6978"
"002218","2017-09-30","47.6700"
"002218","2017-12-31","47.0732"
"002218","2018-03-31","47.0700"
"002218","2018-06-30","47.1014"
"002218","2018-09-30","47.2100"
"002218","2018-12-31","47.2165"
"002218","2019-03-31","46.2400"
"002218","2019-06-30","44.1875"
"002218","2019-09-30","44.1200"
"002218","2019-12-31","43.9483"
"002219","2009-03-31","5.2078"
"002219","2009-06-30","9.0972"
"002219","2009-09-30","1.1660"
"002219","2009-12-31","5.9107"
"002219","2010-03-31","1.0710"
"002219","2010-06-30","3.9090"
"002219","2010-09-30","0.2520"
"002219","2010-12-31","3.8561"
"002219","2011-03-31","2.5600"
"002219","2011-06-30","8.9762"
"002219","2011-09-30","5.9480"
"002219","2011-12-31","14.6335"
"002219","2012-03-31","11.3900"
"002219","2012-06-30","14.5492"
"002219","2012-09-30","12.9400"
"002219","2012-12-31","15.6625"
"002219","2013-03-31","11.9408"
"002219","2013-06-30","17.6289"
"002219","2013-09-30","9.8846"
"002219","2013-12-31","21.2174"
"002219","2014-03-31","15.6389"
"002219","2014-06-30","16.9541"
"002219","2014-09-30","6.1551"
"002219","2014-12-31","8.8651"
"002219","2015-03-31","4.3800"
"002219","2015-06-30","22.6239"
"002219","2015-09-30","22.3587"
"002219","2015-12-31","23.8467"
"002219","2016-03-31","22.4958"
"002219","2016-06-30","22.6871"
"002219","2016-09-30","20.7148"
"002219","2016-12-31","21.7096"
"002219","2017-03-31","21.9172"
"002219","2017-06-30","21.1310"
"002219","2017-09-30","21.4350"
"002219","2017-12-31","21.9226"
"002219","2018-03-31","21.8168"
"002219","2018-06-30","20.0824"
"002219","2018-09-30","18.2200"
"002219","2018-12-31","18.7897"
"002219","2019-03-31","18.7340"
"002219","2019-06-30","18.8389"
"002219","2019-09-30","18.1400"
"002219","2019-12-31","18.2974"
"002220","2009-03-31","6.8920"
"002220","2009-06-30","53.2871"
"002220","2009-09-30","9.4850"
