Stkcd,Trdmnt,SUE
600138,2015-12,-.13959071
600138,2016-03,.11090679
600138,2016-06,.86953717
600138,2016-09,.88077545
600138,2016-12,1.1987238
600138,2017-03,.12359377
600138,2017-06,-.0068425108
600138,2017-09,.32058239
600138,2017-12,.51559579
600138,2018-03,.029313685
600138,2018-06,.66402215
600138,2018-09,.59351617
600138,2018-12,.43776691
600138,2019-03,-.24430409
600138,2019-06,-.29122156
600138,2019-09,-.14911012
600138,2019-12,-.36800197
600141,2010-03,.17948839
600141,2010-06,.39197084
600141,2010-09,.52143943
600141,2010-12,.89196569
600141,2011-03,-.029457202
600141,2011-06,.148789
600141,2011-09,.5933128
600141,2011-12,.57001269
600141,2012-03,.47347048
600141,2012-06,.7646724
600141,2012-09,.9180609
600141,2012-12,.34353897
600141,2013-03,.0047922544
600141,2013-06,-1.0469502
600141,2013-09,-1.6982616
600141,2013-12,-2.7825382
600141,2014-03,-.63324994
600141,2014-06,-.59043777
600141,2014-09,-.5494749
600141,2014-12,.14923072
600141,2015-03,.21425468
600141,2015-06,.54930562
600141,2015-09,.98713136
600141,2015-12,.49070603
600141,2016-03,-.40160847
600141,2016-06,-.5723539
600141,2016-09,-1.0550764
600141,2016-12,-1.8415431
600141,2017-03,.68487215
600141,2017-06,3.211144
600141,2017-09,5.3947506
600141,2017-12,4.7692204
600141,2018-03,.28865415
600141,2018-06,1.0844755
600141,2018-09,2.5776637
600141,2018-12,1.3587852
600141,2019-03,-.11724862
600141,2019-06,-.64116448
600141,2019-09,-1.2578516
600141,2019-12,-1.5347993
600143,2010-03,-.075442255
600143,2010-06,.26697823
600143,2010-09,1.3404433
600143,2010-12,2.1053033
600143,2011-03,.79420942
600143,2011-06,1.3202908
600143,2011-09,1.464738
600143,2011-12,1.0971944
600143,2012-03,-.15577237
600143,2012-06,.09645129
600143,2012-09,-.04944744
600143,2012-12,-.074344106
600143,2013-03,.12706238
600143,2013-06,-.067367464
600143,2013-09,-.14930604
600143,2013-12,-.24254194
600143,2014-03,-.26008472
600143,2014-06,-.454647
600143,2014-09,-.68962771
600143,2014-12,-.98312962
600143,2015-03,.5124045
600143,2015-06,.70643234
600143,2015-09,.52406681
600143,2015-12,.82545114
600143,2016-03,.23804229
600143,2016-06,.1708871
600143,2016-09,.68646204
600143,2016-12,.3148261
600143,2017-03,-1.0967218
600143,2017-06,-1.4579493
600143,2017-09,-1.4301406
600143,2017-12,-1.4496572
600143,2018-03,.42715815
600143,2018-06,.75631982
600143,2018-09,.88929981
600143,2018-12,.21569356
600143,2019-03,.26135007
600143,2019-06,1.0257863
600143,2019-09,4.0055475
600143,2019-12,3.5407193
600148,2010-03,.68600756
600148,2010-06,1.9838445
600148,2010-09,2.5787888
600148,2010-12,2.5779862
600148,2011-03,.38629082
600148,2011-06,.46795309
600148,2011-09,.33402994
600148,2011-12,.97306478
600148,2012-03,-1.1483785
600148,2012-06,-2.208534
600148,2012-09,-2.4080329
600148,2012-12,-2.5667262
600148,2013-03,-.14331706
600148,2013-06,.39838341
600148,2013-09,1.3768313
600148,2013-12,1.4861648
600148,2014-03,.60352314
600148,2014-06,.92531359
600148,2014-09,.49406198
600148,2014-12,1.0488783
600148,2015-03,-.26253933
600148,2015-06,-1.0834652
600148,2015-09,-2.1450024
600148,2015-12,-3.0235016
600148,2016-03,-.32872373
600148,2016-06,-.33647209
600148,2016-09,.58306295
600148,2016-12,1.1975944
600148,2017-03,2.2480021
600148,2017-06,2.5098276
600148,2017-09,1.259939
600148,2017-12,.20719165
600148,2018-03,.51944661
600148,2018-06,.9579376
600148,2018-09,.89864689
600148,2018-12,4.8068018
600148,2019-03,-1.3008655
600148,2019-06,-.27926388
600148,2019-09,-.41789511
600148,2019-12,-1.6505102
600149,2010-03,.048402138
600149,2010-06,.59244764
600149,2010-09,.86395311
600149,2010-12,-31.670193
600149,2011-03,.012057588
600149,2011-06,.014322937
600149,2011-09,.019078575
600149,2011-12,2.7954571
600149,2012-03,
600149,2012-06,.034339603
600149,2012-09,.039912045
600149,2012-12,.07924208
600149,2013-03,
600149,2013-06,-1.8490841
600149,2013-09,-2.3536444
600149,2013-12,-10.367526
600149,2014-03,.0047458592
600149,2014-06,.056648087
600149,2014-09,.14772221
600149,2014-12,2.5191991
600149,2015-03,-.048530836
600149,2015-06,-.16943161
600149,2015-09,-.15540417
600149,2015-12,-4.6442189
600149,2016-03,-.21116617
600149,2016-06,-.13655545
600149,2016-09,-.25725833
600149,2016-12,2.2231624
600149,2017-03,.20833702
600149,2017-06,.1598928
600149,2017-09,.22938088
600149,2017-12,.40273976
600149,2018-03,-.099680968
600149,2018-06,-.4042201
600149,2018-09,-.64543349
600149,2018-12,-.04535833
600149,2019-03,.91687554
600149,2019-06,1.3946116
600149,2019-09,1.5330352
600149,2019-12,2.6701031
600150,2010-03,.05882816
600150,2010-06,.034315098
600150,2010-09,-.0024115629
600150,2010-12,.16956234
600150,2011-03,-.0042757569
600150,2011-06,-.024523053
600150,2011-09,-.25840148
600150,2011-12,-.59180808
600150,2012-03,-.63854069
600150,2012-06,-1.0305333
600150,2012-09,-1.4473649
600150,2012-12,-2.6723478
600150,2013-03,-.25915456
600150,2013-06,-.59315759
600150,2013-09,-.80199015
600150,2013-12,-.022363253
600150,2014-03,-.16227533
600150,2014-06,.54117125
600150,2014-09,.93435186
600150,2014-12,-.60723954
600150,2015-03,.84397578
600150,2015-06,.2268364
600150,2015-09,-.18485147
600150,2015-12,.38714054
600150,2016-03,-.57834947
600150,2016-06,-1.4544796
600150,2016-09,-4.2747726
600150,2016-12,-11.63228
600150,2017-03,-.12593579
600150,2017-06,-.11454378
600150,2017-09,-.15999053
600150,2017-12,-.27903593
600150,2018-03,-.15630043
600150,2018-06,-.090582497
600150,2018-09,.32080144
600150,2018-12,2.2240868
600150,2019-03,.21363142
600150,2019-06,.22477905
600150,2019-09,.2252496
600150,2019-12,.28551963
600151,2010-03,1.270419
600151,2010-06,.053076532
600151,2010-09,-1.274963
600151,2010-12,-5.2738318
600151,2011-03,-3.0567651
600151,2011-06,-4.2476678
600151,2011-09,-2.5765693
600151,2011-12,-3.5341029
600151,2012-03,-.52823037
600151,2012-06,-2.0592055
600151,2012-09,-3.2242653
600151,2012-12,-4.2242389
600151,2013-03,.44766843
600151,2013-06,1.4826585
600151,2013-09,1.9496555
600151,2013-12,2.7466679
600151,2014-03,.074140362
600151,2014-06,-.25053054
600151,2014-09,-.33107436
600151,2014-12,-.17160128
600151,2015-03,-2.4651976
600151,2015-06,-.71884882
600151,2015-09,-.28535649
600151,2015-12,3.422518
600151,2016-03,1.0651318
600151,2016-06,.79375488
600151,2016-09,.14257453
600151,2016-12,-2.9365053
600151,2017-03,-1.5492361
600151,2017-06,-2.9411092
600151,2017-09,-2.5309052
600151,2017-12,-3.3532434
600151,2018-03,-.043342814
600151,2018-06,.10324301
600151,2018-09,-.0042350753
600151,2018-12,-.11247744
600151,2019-03,.2137647
600151,2019-06,.48901829
600151,2019-09,.73720509
600151,2019-12,-1.5862746
600152,2010-03,.073704004
600152,2010-06,-.025987281
600152,2010-09,1.105283
600152,2010-12,7.7589822
600152,2011-03,6.8967066
600152,2011-06,2.4331319
600152,2011-09,1.621478
600152,2011-12,.2144458
600152,2012-03,-2.7136755
600152,2012-06,-2.7871296
600152,2012-09,-2.6126943
600152,2012-12,-2.904525
600152,2013-03,-.12368242
600152,2013-06,-.24659128
600152,2013-09,-.33559838
600152,2013-12,-.37200263
600152,2014-03,.086151756
600152,2014-06,-.16296686
600152,2014-09,-.10703937
600152,2014-12,-1.0138313
600152,2015-03,.13572639
600152,2015-06,.52946424
600152,2015-09,.72297823
600152,2015-12,1.8808167
600152,2016-03,.10335857
600152,2016-06,-.078181185
600152,2016-09,.011470106
600152,2016-12,.057776187
600152,2017-03,.023363562
600152,2017-06,.038530387
600152,2017-09,.041270625
600152,2017-12,.18871666
600152,2018-03,.039783977
600152,2018-06,.83734739
600152,2018-09,-.38263229
600152,2018-12,-2.4484088
600152,2019-03,-.46271735
600152,2019-06,-.98247689
600152,2019-09,-.40974742
600152,2019-12,1.85221
600153,2010-03,1.1621658
600153,2010-06,1.6934993
600153,2010-09,1.7911575
600153,2010-12,2.4407566
600153,2011-03,.069357127
600153,2011-06,.34448653
600153,2011-09,.27912894
600153,2011-12,.14748071
600153,2012-03,-.096568428
600153,2012-06,-.089526147
600153,2012-09,-.14394563
600153,2012-12,.54044294
600153,2013-03,-.047930978
600153,2013-06,.080963932
600153,2013-09,.47826216
600153,2013-12,.39318255
600153,2014-03,.074231088
600153,2014-06,.060993377
600153,2014-09,-.13222085
600153,2014-12,-.3738507
600153,2015-03,-.21839638
600153,2015-06,-.594096
600153,2015-09,.021055302
600153,2015-12,.11658189
600153,2016-03,.14079767
600153,2016-06,.47422051
600153,2016-09,-.30983731
600153,2016-12,.31380796
600153,2017-03,-.032423072
600153,2017-06,-.19583122
600153,2017-09,.26683056
600153,2017-12,.045356922
600153,2018-03,.12189311
600153,2018-06,.28313595
600153,2018-09,.11341566
600153,2018-12,2.1576827
600153,2019-03,-.058951151
600153,2019-06,.14408801
600153,2019-09,.016711378
600153,2019-12,-.072695538
600155,2010-03,.11291114
600155,2010-06,.22078171
600155,2010-09,.26789492
600155,2010-12,1.1944852
600155,2011-03,.11989569
600155,2011-06,.058716021
600155,2011-09,.12299722
600155,2011-12,-.14305672
600155,2012-03,-1.1223221
600155,2012-06,-2.6952262
600155,2012-09,-3.6152689
600155,2012-12,-2.9170704
600155,2013-03,-.1886363
600155,2013-06,-.013709106
600155,2013-09,.2684159
600155,2013-12,-.068074144
600155,2014-03,-.051068068
600155,2014-06,-.099374481
600155,2014-09,-.37993926
600155,2014-12,.0097680064
600155,2015-03,.024820864
600155,2015-06,-.047370933
600155,2015-09,.23831183
600155,2015-12,.1260235
600155,2016-03,.3959918
600155,2016-06,.43297711
600155,2016-09,1.5024366
600155,2016-12,-.23873064
600155,2017-03,1.0789183
600155,2017-06,2.7624192
600155,2017-09,2.3915956
600155,2017-12,2.1230516
600155,2018-03,.12548487
600155,2018-06,-.44131187
600155,2018-09,.10361696
600155,2018-12,.26100194
600155,2019-03,2.141171
600155,2019-06,1.9043092
600155,2019-09,1.7387584
600155,2019-12,3.1220608
600156,2010-03,-.27955076
600156,2010-06,-.26922229
600156,2010-09,-1.0086397
600156,2010-12,-.12437723
600156,2011-03,-.17912975
600156,2011-06,-.89097917
600156,2011-09,-.42529595
600156,2011-12,-1.4821311
600156,2012-03,-.22607425
600156,2012-06,.47111312
600156,2012-09,-.32760158
600156,2012-12,.18365607
600156,2013-03,-1.5938678
600156,2013-06,-3.4784508
600156,2013-09,-2.8142059
600156,2013-12,-6.7509408
600156,2014-03,.20610052
600156,2014-06,.57549828
600156,2014-09,.8066684
600156,2014-12,2.0651608
600156,2015-03,.034371838
600156,2015-06,.070809796
600156,2015-09,-.0025724429
600156,2015-12,.018588429
600156,2016-03,-.22078392
600156,2016-06,-1.5315851
600156,2016-09,-1.6761346
600156,2016-12,-2.5270305
600156,2017-03,-.10800245
600156,2017-06,-.084577747
600156,2017-09,-.44779667
600156,2017-12,-1.2752535
600156,2018-03,-.027030025
600156,2018-06,.094977081
600156,2018-09,.27835608
600156,2018-12,1.303515
600156,2019-03,.16901
600156,2019-06,.37197644
600156,2019-09,.30981487
600156,2019-12,.20201585
600157,2010-03,4.5054812
600157,2010-06,4.8215423
600157,2010-09,4.7319055
600157,2010-12,4.815568
600157,2011-03,-.33811337
600157,2011-06,-.082552493
600157,2011-09,1.1965263
600157,2011-12,2.7923312
600157,2012-03,1.6047788
600157,2012-06,3.9797215
600157,2012-09,3.5508423
600157,2012-12,2.650449
600157,2013-03,.33002958
600157,2013-06,-.16147932
600157,2013-09,-.56089807
600157,2013-12,-1.7225059
600157,2014-03,-.96064085
600157,2014-06,-1.147148
600157,2014-09,-1.4008063
600157,2014-12,-1.2872344
600157,2015-03,-.24692573
600157,2015-06,.2805039
600157,2015-09,.27691245
600157,2015-12,2.0282078
600157,2016-03,-3.2017748
600157,2016-06,-2.3815455
600157,2016-09,-1.9014019
600157,2016-12,-2.1168489
600157,2017-03,1.5713485
600157,2017-06,2.0913377
600157,2017-09,2.5057585
600157,2017-12,2.711762
600157,2018-03,-.75118732
600157,2018-06,-1.6300354
600157,2018-09,-2.7935431
600157,2018-12,-3.044517
600157,2019-03,.42896396
600157,2019-06,.82786644
600157,2019-09,1.4830263
600157,2019-12,1.6993909
600158,2010-03,.36352974
600158,2010-06,-.78243697
600158,2010-09,-.66076875
600158,2010-12,-1.3573384
600158,2011-03,.27710471
600158,2011-06,3.2520549
600158,2011-09,2.777751
600158,2011-12,3.4818504
600158,2012-03,-.14823461
600158,2012-06,-.68448013
600158,2012-09,-1.055656
600158,2012-12,-.55065817
600158,2013-03,.67112595
600158,2013-06,.31761402
600158,2013-09,.91626996
600158,2013-12,1.264603
600158,2014-03,-.86610007
600158,2014-06,.20790918
600158,2014-09,-.029569337
600158,2014-12,-.78386521
600158,2015-03,.078066833
600158,2015-06,-.94877958
600158,2015-09,-1.401433
600158,2015-12,-1.3064249
600158,2016-03,-.15140562
600158,2016-06,.57704943
600158,2016-09,1.2510152
600158,2016-12,1.8846349
600158,2017-03,-.1026307
600158,2017-06,.22233099
600158,2017-09,.81150126
600158,2017-12,-.10103759
600158,2018-03,.11681704
600158,2018-06,.43034422
600158,2018-09,.16368441
600158,2018-12,.90715086
600158,2019-03,-.34633756
600158,2019-06,-.69684041
600158,2019-09,-.96380734
600158,2019-12,-.26454714
600159,2010-03,.52358687
600159,2010-06,.41979697
600159,2010-09,-.1847232
600159,2010-12,-1.4237096
600159,2011-03,-.68102282
600159,2011-06,-1.5974534
600159,2011-09,-1.6005939
600159,2011-12,-1.5360435
600159,2012-03,-.33685341
600159,2012-06,-.4856149
600159,2012-09,-.49013901
600159,2012-12,-1.6003
600159,2013-03,.20914605
600159,2013-06,.48015907
600159,2013-09,2.107939
600159,2013-12,2.5439432
600159,2014-03,-.10766864
600159,2014-06,-.28011227
600159,2014-09,.72129601
600159,2014-12,2.0696957
600159,2015-03,-.18936767
600159,2015-06,-.18179162
600159,2015-09,-1.3328824
600159,2015-12,-1.3343041
600159,2016-03,.7296223
600159,2016-06,2.2475522
600159,2016-09,1.8405373
600159,2016-12,1.0379205
600159,2017-03,-.76185709
600159,2017-06,-2.1302626
600159,2017-09,-2.7403238
600159,2017-12,-1.4406731
600159,2018-03,-.1164009
600159,2018-06,-.013965302
600159,2018-09,.15141056
600159,2018-12,.61492395
600159,2019-03,1.4071493
600159,2019-06,1.5152116
600159,2019-09,1.3070953
600159,2019-12,1.6068343
600160,2010-03,3.2914908
600160,2010-06,2.9516459
600160,2010-09,4.2218442
600160,2010-12,3.980633
600160,2011-03,1.5190305
600160,2011-06,5.2090583
600160,2011-09,3.0079453
600160,2011-12,2.2440414
600160,2012-03,-.2689186
600160,2012-06,-1.1397249
600160,2012-09,-1.612963
600160,2012-12,-2.1009674
600160,2013-03,-.27670574
600160,2013-06,-.65282029
600160,2013-09,-.5750562
600160,2013-12,-.6451512
600160,2014-03,-.49636075
600160,2014-06,-.33546755
600160,2014-09,-.5356878
600160,2014-12,-.57433856
600160,2015-03,.34121695
600160,2015-06,.53742427
600160,2015-09,.26934412
600160,2015-12,-.10525383
600160,2016-03,-.63134593
600160,2016-06,-.64629
600160,2016-09,-.8314299
600160,2016-12,-.70687973
600160,2017-03,4.6791945
600160,2017-06,7.3641748
600160,2017-09,4.3869596
600160,2017-12,2.8960788
600160,2018-03,.65496874
600160,2018-06,1.3176143
600160,2018-09,1.9247445
600160,2018-12,2.3447073
600160,2019-03,-.34690502
600160,2019-06,-.72556293
600160,2019-09,-1.4047859
600160,2019-12,-2.4035397
600161,2010-03,.71462041
600161,2010-06,1.1380557
600161,2010-09,2.9907017
600161,2010-12,.19514951
600161,2011-03,-.13094442
600161,2011-06,-.20236807
600161,2011-09,.64916849
600161,2011-12,1.1968467
600161,2012-03,.10466506
600161,2012-06,.41924521
600161,2012-09,-.59280497
600161,2012-12,.92014074
600161,2013-03,.3233813
600161,2013-06,1.083427
600161,2013-09,2.1285532
600161,2013-12,.97685361
600161,2014-03,-.02102118
600161,2014-06,.039330143
600161,2014-09,-.75346792
600161,2014-12,-2.5724936
600161,2015-03,-.80686271
600161,2015-06,-1.472744
600161,2015-09,-1.6988903
600161,2015-12,-.97611123
600161,2016-03,-.12763797
600161,2016-06,.36804399
600161,2016-09,1.5959525
600161,2016-12,4.0579047
600161,2017-03,1.0957385
600161,2017-06,1.1682892
600161,2017-09,1.2410737
600161,2017-12,1.5511593
600161,2018-03,.085571498
600161,2018-06,.43065885
600161,2018-09,1.0532104
600161,2018-12,.78200328
600161,2019-03,.15586287
600161,2019-06,.38764244
600161,2019-09,.52061278
600161,2019-12,.69320184
600162,2010-03,-.10583924
600162,2010-06,-.44084859
600162,2010-09,-1.0815682
600162,2010-12,-1.2029507
600162,2011-03,.061047614
600162,2011-06,-.57526493
600162,2011-09,-.48057106
600162,2011-12,-.88769746
600162,2012-03,-.37308326
600162,2012-06,-.74006182
600162,2012-09,-.85369843
600162,2012-12,-.37623712
600162,2013-03,.75898582
600162,2013-06,4.0361366
600162,2013-09,3.7953589
600162,2013-12,1.9249681
600162,2014-03,.55673432
600162,2014-06,.32421696
600162,2014-09,1.1672215
600162,2014-12,1.2389988
600162,2015-03,.45048764
600162,2015-06,.19126363
600162,2015-09,-.74332142
600162,2015-12,-.38801706
600162,2016-03,-.17445067
600162,2016-06,.97524124
600162,2016-09,3.8664105
600162,2016-12,3.2031887
600162,2017-03,.06595277
600162,2017-06,.52815038
600162,2017-09,-.3814837
600162,2017-12,.95528913
600162,2018-03,-.31051213
600162,2018-06,-.95159441
600162,2018-09,-.37388757
600162,2018-12,-1.166229
600162,2019-03,-.093999162
600162,2019-06,.53008914
600162,2019-09,-.16053598
600162,2019-12,-.42003474
600163,2010-03,.45350054
600163,2010-06,.82010883
600163,2010-09,.54410654
600163,2010-12,2.6008885
600163,2011-03,.071440592
600163,2011-06,-.51665443
600163,2011-09,-.52731121
600163,2011-12,-1.8150597
600163,2012-03,-.57693452
600163,2012-06,-1.190908
600163,2012-09,-1.612784
600163,2012-12,-.55691648
600163,2013-03,-.10066629
600163,2013-06,-.14325346
600163,2013-09,-.066423431
600163,2013-12,-3.1793883
600163,2014-03,.0048350538
600163,2014-06,.12339254
600163,2014-09,-.072801076
600163,2014-12,1.3780704
600163,2015-03,.017787784
600163,2015-06,.39423439
600163,2015-09,1.0742931
600163,2015-12,1.7488375
600163,2016-03,.95282578
600163,2016-06,1.0883299
600163,2016-09,.93069696
600163,2016-12,.93639183
600163,2017-03,.11527457
600163,2017-06,.046451144
600163,2017-09,.23239292
600163,2017-12,.951002
600163,2018-03,.44371569
600163,2018-06,.57724845
600163,2018-09,.66116196
600163,2018-12,-.60528994
600163,2019-03,-.41507176
600163,2019-06,-.34353408
600163,2019-09,-.27929389
600163,2019-12,.51839149
600165,2010-03,-.039571021
600165,2010-06,-.99272764
600165,2010-09,-3.1424727
600165,2010-12,-3.1082733
600165,2011-03,.52891678
600165,2011-06,.9620226
600165,2011-09,1.8591642
600165,2011-12,2.0723875
600165,2012-03,.35094878
600165,2012-06,.58506656
600165,2012-09,.67155451
600165,2012-12,1.1208029
600165,2013-03,-.046441518
600165,2013-06,-.34890619
600165,2013-09,-.77559251
600165,2013-12,-5.3212881
600165,2014-03,-1.1197649
600165,2014-06,-5.9001865
600165,2014-09,-3.7697468
600165,2014-12,-5.8555532
600165,2015-03,-.26168534
600165,2015-06,-.0023082572
600165,2015-09,-.051529489
600165,2015-12,2.3871148
600165,2016-03,.22336756
600165,2016-06,.084009543
600165,2016-09,.069662407
600165,2016-12,-2.3725026
600165,2017-03,.37703189
600165,2017-06,.6958257
600165,2017-09,.79426718
600165,2017-12,2.2434208
600165,2018-03,-.010680833
600165,2018-06,.1228372
600165,2018-09,.49191847
600165,2018-12,.9488371
600165,2019-03,-.2266915
600165,2019-06,-.82684928
600165,2019-09,-1.4163607
600165,2019-12,-2.4018829
600166,2010-03,1.0842913
600166,2010-06,2.3734167
600166,2010-09,2.3882051
600166,2010-12,1.0562116
600166,2011-03,-.17420517
600166,2011-06,-.98987657
600166,2011-09,-1.7113342
600166,2011-12,-1.5594609
600166,2012-03,-.011797215
600166,2012-06,-1.0157154
600166,2012-09,-2.0991981
600166,2012-12,-3.2190378
600166,2013-03,-.59652555
600166,2013-06,.019753827
600166,2013-09,.84227759
600166,2013-12,2.1359832
600166,2014-03,.10266536
600166,2014-06,-.59731883
600166,2014-09,-1.1224145
600166,2014-12,-2.2272086
600166,2015-03,-.42773142
600166,2015-06,-.33032855
600166,2015-09,-.51914608
600166,2015-12,-.47243118
600166,2016-03,-.33270878
600166,2016-06,-.29835108
600166,2016-09,-.055246014
600166,2016-12,1.2327379
600166,2017-03,-.26774833
600166,2017-06,-2.1690514
600166,2017-09,-1.6346183
600166,2017-12,-1.9009501
600166,2018-03,-1.896786
600166,2018-06,-1.6846617
600166,2018-09,-6.0392375
600166,2018-12,-4.9886599
600166,2019-03,.026189737
600166,2019-06,.16741976
600166,2019-09,1.152146
600166,2019-12,2.0602133
600167,2010-03,.31639522
600167,2010-06,.43054807
600167,2010-09,1.0417881
600167,2010-12,1.0366868
600167,2011-03,1.880955
600167,2011-06,1.7226462
600167,2011-09,1.4337878
600167,2011-12,3.4742532
600167,2012-03,.68006355
600167,2012-06,.68781686
600167,2012-09,.7819854
600167,2012-12,1.343733
600167,2013-03,1.336962
600167,2013-06,1.1645292
600167,2013-09,1.3062141
600167,2013-12,2.1032908
600167,2014-03,1.0433319
600167,2014-06,1.3120531
600167,2014-09,1.8292478
600167,2014-12,1.4105853
600167,2015-03,.72711533
600167,2015-06,.78370696
600167,2015-09,.6279667
600167,2015-12,3.1651561
600167,2016-03,.25145787
600167,2016-06,.487214
600167,2016-09,-.75287437
600167,2016-12,10.735687
600167,2017-03,2.7969902
600167,2017-06,2.0873597
600167,2017-09,2.1603057
600167,2017-12,2.6423519
600167,2018-03,.49996567
600167,2018-06,.47120056
600167,2018-09,.60973185
600167,2018-12,1.6753838
600167,2019-03,.78657526
600167,2019-06,1.0246474
600167,2019-09,1.4043353
600167,2019-12,2.042269
600168,2010-03,.20081112
600168,2010-06,.87048626
600168,2010-09,3.446552
600168,2010-12,.68875992
600168,2011-03,-.049652483
600168,2011-06,-.5684005
600168,2011-09,-.53036022
600168,2011-12,-1.9708598
600168,2012-03,-.22947565
600168,2012-06,-.37611628
600168,2012-09,-.52825421
600168,2012-12,-.29297996
600168,2013-03,.20481484
600168,2013-06,.43917075
600168,2013-09,4.448174
600168,2013-12,3.5611274
600168,2014-03,2.2301674
600168,2014-06,4.7458606
600168,2014-09,3.7344193
600168,2014-12,2.0613449
600168,2015-03,.0039615403
600168,2015-06,-.13652039
600168,2015-09,-.61552924
600168,2015-12,.12005156
600168,2016-03,-.12688893
600168,2016-06,-.10764979
600168,2016-09,-.033070441
600168,2016-12,-.43177006
600168,2017-03,-.15457791
600168,2017-06,-.10648696
600168,2017-09,.12165214
600168,2017-12,.31535912
600168,2018-03,.21541315
600168,2018-06,.036997095
600168,2018-09,-.39947817
600168,2018-12,-.5507791
600168,2019-03,.018434314
600168,2019-06,.36562937
600168,2019-09,.3054738
600168,2019-12,-.38695788
600169,2010-03,
600169,2010-06,.64896733
600169,2010-09,1.0233247
600169,2010-12,.8351953
600169,2011-03,
600169,2011-06,-.59118938
600169,2011-09,-1.3017925
600169,2011-12,-2.0257678
600169,2012-03,
600169,2012-06,-2.49331
600169,2012-09,-2.2472284
600169,2012-12,-2.209167
600169,2013-03,
600169,2013-06,.10199646
600169,2013-09,.57661343
600169,2013-12,1.5737857
600169,2014-03,.072256781
600169,2014-06,.37671095
600169,2014-09,.46771005
600169,2014-12,-.30185735
600169,2015-03,-.97073424
600169,2015-06,-.72194821
600169,2015-09,-1.0592051
600169,2015-12,-.76384729
600169,2016-03,-11.321378
600169,2016-06,-8.0270433
600169,2016-09,-4.6630955
600169,2016-12,-5.3062854
600169,2017-03,.30607462
600169,2017-06,.86998868
600169,2017-09,1.3974267
600169,2017-12,2.8185635
600169,2018-03,.02920818
600169,2018-06,-.0066976538
600169,2018-09,.0086659715
600169,2018-12,.01971388
600169,2019-03,1.2280983
600169,2019-06,-1.4379865
600169,2019-09,-1.2477883
600169,2019-12,-49.786545
600170,2010-03,.38015428
600170,2010-06,.86773515
600170,2010-09,2.8071499
600170,2010-12,1.5632696
600170,2011-03,.53928721
600170,2011-06,.69983274
600170,2011-09,.62646562
600170,2011-12,2.6557438
600170,2012-03,.43880638
600170,2012-06,.55839616
600170,2012-09,1.0519828
600170,2012-12,.81029516
600170,2013-03,-.077278897
600170,2013-06,.19957207
600170,2013-09,.099072054
600170,2013-12,.27393407
600170,2014-03,.18508315
600170,2014-06,.3251147
600170,2014-09,.61732501
600170,2014-12,.49995372
600170,2015-03,.064371221
600170,2015-06,.3674584
600170,2015-09,.2782504
600170,2015-12,.084321231
600170,2016-03,.31913605
600170,2016-06,.14840105
600170,2016-09,.22286105
600170,2016-12,.53468126
600170,2017-03,-.0035008455
600170,2017-06,.19538693
600170,2017-09,.1709483
600170,2017-12,.59437847
600170,2018-03,.070535012
600170,2018-06,.26084268
600170,2018-09,.72159421
600170,2018-12,1.0049924
600170,2019-03,.12683311
600170,2019-06,.20995247
600170,2019-09,.55619395
600170,2019-12,.69768757
600171,2010-03,.45445445
600171,2010-06,.90817779
600171,2010-09,1.0641134
600171,2010-12,3.0738347
600171,2011-03,-.066610962
600171,2011-06,-.15173224
600171,2011-09,-.35638908
600171,2011-12,-.49509674
600171,2012-03,.4080331
600171,2012-06,.98552412
600171,2012-09,1.5603302
600171,2012-12,1.3567407
600171,2013-03,-1.5711021
600171,2013-06,-2.9574676
600171,2013-09,-2.4398854
600171,2013-12,-3.2366245
600171,2014-03,.076805606
600171,2014-06,.3213779
600171,2014-09,.7620014
600171,2014-12,1.722243
600171,2015-03,1.1774065
600171,2015-06,2.1142492
600171,2015-09,1.9704546
600171,2015-12,2.7276731
600171,2016-03,.31929645
600171,2016-06,.42443851
600171,2016-09,.37479913
600171,2016-12,-.39601699
600171,2017-03,.25783172
600171,2017-06,.47917777
600171,2017-09,.56044513
600171,2017-12,2.204056
600171,2018-03,.2251637
600171,2018-06,2.1053715
600171,2018-09,2.3500268
600171,2018-12,1.5484121
600171,2019-03,.27766827
600171,2019-06,.15104346
600171,2019-09,.61228383
600171,2019-12,1.3129053
600172,2010-03,.22030599
600172,2010-06,.7641083
600172,2010-09,1.7381426
600172,2010-12,3.641278
600172,2011-03,1.0702859
600172,2011-06,2.321466
600172,2011-09,2.8896272
600172,2011-12,2.369792
600172,2012-03,.26672664
600172,2012-06,.63432449
600172,2012-09,.9323954
600172,2012-12,1.2677854
600172,2013-03,.24443661
600172,2013-06,.41091689
600172,2013-09,.44512129
600172,2013-12,.86664653
600172,2014-03,.17287916
600172,2014-06,.23237799
600172,2014-09,.32498264
600172,2014-12,.17809786
600172,2015-03,-.048724473
600172,2015-06,-.24097364
600172,2015-09,-.068590052
600172,2015-12,.59269798
600172,2016-03,.54190171
600172,2016-06,1.0967275
600172,2016-09,1.2908405
600172,2016-12,.061114691
600172,2017-03,-.87282974
600172,2017-06,-1.0874047
600172,2017-09,-1.5711085
600172,2017-12,-2.4274762
600172,2018-03,.014458206
600172,2018-06,.42031804
600172,2018-09,-.098644428
600172,2018-12,-2.3261819
600172,2019-03,-.28060484
600172,2019-06,-1.1210363
600172,2019-09,-.69354123
600172,2019-12,1.2933614
600173,2010-03,-.035007901
600173,2010-06,.17182817
