Stkcd,Trdmnt,SUE
409,2012-09,.032669999
409,2012-12,-.47244006
409,2013-03,.35904363
409,2013-06,.16877347
409,2013-09,2.2073698
409,2013-12,1.0694917
409,2014-03,.11249362
409,2014-06,-.63921088
409,2014-09,-1.5920969
409,2014-12,-4.048357
409,2015-03,-1.0212506
409,2015-06,-1.5105836
409,2015-09,-.008690048
409,2015-12,2.5955727
409,2016-03,.73878253
409,2016-06,.7724731
409,2016-09,-.75021362
409,2016-12,-6.8604951
409,2017-03,-.40607521
409,2017-06,-.70036
409,2017-09,-1.2733146
409,2017-12,-.62461495
409,2018-03,-.51659936
409,2018-06,-1.1266633
409,2018-09,-2.9213436
409,2018-12,-1.2912891
409,2019-03,.2438397
409,2019-06,.72764105
409,2019-09,.92767704
409,2019-12,-.23296861
410,2010-03,1.0875046
410,2010-06,1.661706
410,2010-09,1.7808105
410,2010-12,.42310977
410,2011-03,.25954315
410,2011-06,1.0313253
410,2011-09,1.467921
410,2011-12,1.3102306
410,2012-03,-.99025953
410,2012-06,-1.3392454
410,2012-09,-3.9001906
410,2012-12,-1.5735952
410,2013-03,.11836556
410,2013-06,-.46680591
410,2013-09,-.4400821
410,2013-12,-1.7513165
410,2014-03,-.28070694
410,2014-06,-1.8822197
410,2014-09,-.13690779
410,2014-12,.34636036
410,2015-03,-3.9925079
410,2015-06,-4.5521774
410,2015-09,-5.098875
410,2015-12,-3.7786059
410,2016-03,.057549741
410,2016-06,-.77078158
410,2016-09,-1.4122784
410,2016-12,-2.7441657
410,2017-03,-.33314142
410,2017-06,-.12408336
410,2017-09,.077722684
410,2017-12,.89162737
410,2018-03,.65855384
410,2018-06,1.1711704
410,2018-09,1.1762246
410,2018-12,.5657115
410,2019-03,-1.1370149
410,2019-06,-3.5651579
410,2019-09,-4.5432878
410,2019-12,-4.7866335
411,2010-03,.41597247
411,2010-06,.70795578
411,2010-09,1.0827476
411,2010-12,1.0109656
411,2011-03,.4082256
411,2011-06,.42076778
411,2011-09,.50492978
411,2011-12,-.17303139
411,2012-03,.078111298
411,2012-06,.50736719
411,2012-09,1.2345132
411,2012-12,2.012027
411,2013-03,-.0014688739
411,2013-06,.32301691
411,2013-09,.10140374
411,2013-12,-.29626435
411,2014-03,.076069444
411,2014-06,-.12546754
411,2014-09,.21183302
411,2014-12,.16455022
411,2015-03,.11928975
411,2015-06,.14609063
411,2015-09,.12216354
411,2015-12,.35295779
411,2016-03,.055602226
411,2016-06,.28626138
411,2016-09,.26680642
411,2016-12,.88224119
411,2017-03,.13569339
411,2017-06,.082602382
411,2017-09,.040948242
411,2017-12,-.14064458
411,2018-03,.074055426
411,2018-06,.34377354
411,2018-09,.6848582
411,2018-12,.45215297
411,2019-03,.25909212
411,2019-06,.8771826
411,2019-09,.88980305
411,2019-12,1.1676251
413,2010-03,-.51418972
413,2010-06,-.48819908
413,2010-09,-.17977221
413,2010-12,1.1420407
413,2011-03,-.025078841
413,2011-06,.18863419
413,2011-09,1.3677399
413,2011-12,3.2572129
413,2012-03,2.6630447
413,2012-06,3.7453253
413,2012-09,4.8491654
413,2012-12,2.8240168
413,2013-03,.61498916
413,2013-06,-.089579754
413,2013-09,.55977559
413,2013-12,3.1730616
413,2014-03,2.0362399
413,2014-06,2.8643384
413,2014-09,1.8402535
413,2014-12,-1.8048556
413,2015-03,-1.6701487
413,2015-06,-.78533316
413,2015-09,1.0196443
413,2015-12,6.6601944
413,2016-03,.95878685
413,2016-06,1.1386547
413,2016-09,.96362001
413,2016-12,.51066536
413,2017-03,.26153788
413,2017-06,.38126719
413,2017-09,1.331902
413,2017-12,2.18468
413,2018-03,.10382619
413,2018-06,.62055522
413,2018-09,.81765783
413,2018-12,1.2414458
413,2019-03,.00055083336
413,2019-06,-.056762472
413,2019-09,-.51047015
413,2019-12,-6.8485456
415,2010-03,.11180888
415,2010-06,5.187613
415,2010-09,.14786617
415,2010-12,5.846611
415,2011-03,-.01420475
415,2011-06,.69832051
415,2011-09,2.7111504
415,2011-12,1.3812635
415,2012-03,
415,2012-06,.53360707
415,2012-09,.59463114
415,2012-12,.18345074
415,2013-03,
415,2013-06,.16668177
415,2013-09,.34707895
415,2013-12,2.7309642
415,2014-03,.39182493
415,2014-06,1.2266412
415,2014-09,1.8952786
415,2014-12,1.0754609
415,2015-03,.31297913
415,2015-06,.67417246
415,2015-09,1.091303
415,2015-12,1.3036644
415,2016-03,.083757766
415,2016-06,.47815526
415,2016-09,.87257969
415,2016-12,1.6603456
415,2017-03,.25351062
415,2017-06,.53288549
415,2017-09,1.3224108
415,2017-12,1.31991
415,2018-03,.10721951
415,2018-06,.30155343
415,2018-09,-.14667442
415,2018-12,-1.7014053
415,2019-03,-.170981
415,2019-06,-.50626254
415,2019-09,-.8035565
415,2019-12,-.25614062
416,2010-03,-.060464226
416,2010-06,.32777157
416,2010-09,.40611389
416,2010-12,4.1414289
416,2011-03,.37860385
416,2011-06,.86979389
416,2011-09,.66445774
416,2011-12,.95922238
416,2012-03,-.58796078
416,2012-06,-.33233443
416,2012-09,-.12804261
416,2012-12,-1.4302852
416,2013-03,.4314183
416,2013-06,.086348802
416,2013-09,.19521146
416,2013-12,-.011311477
416,2014-03,-.004685645
416,2014-06,.41118881
416,2014-09,-.59664732
416,2014-12,-1.8961098
416,2015-03,-1.582776
416,2015-06,-2.2191284
416,2015-09,-4.1639414
416,2015-12,-2.9135678
416,2016-03,-2.4012127
416,2016-06,-5.414022
416,2016-09,-1.7333304
416,2016-12,-1.1389266
416,2017-03,1.1148156
416,2017-06,3.0170324
416,2017-09,2.5449226
416,2017-12,2.0160165
416,2018-03,-.0085388925
416,2018-06,-.071072087
416,2018-09,.15910117
416,2018-12,.29637024
416,2019-03,-.059425373
416,2019-06,.90899992
416,2019-09,.88937628
416,2019-12,-.14018287
417,2010-03,.52066916
417,2010-06,1.1291119
417,2010-09,1.7112875
417,2010-12,1.9521211
417,2011-03,.31220081
417,2011-06,.54122233
417,2011-09,1.0029929
417,2011-12,.96500814
417,2012-03,.48742741
417,2012-06,.83028358
417,2012-09,.75892818
417,2012-12,.25265479
417,2013-03,.072772153
417,2013-06,.085184291
417,2013-09,.23491845
417,2013-12,.29750469
417,2014-03,-.081475213
417,2014-06,-.2386722
417,2014-09,-.69070017
417,2014-12,-.62919229
417,2015-03,-.3637611
417,2015-06,-.46453723
417,2015-09,-.66458505
417,2015-12,-1.0343338
417,2016-03,-.1394133
417,2016-06,.10453358
417,2016-09,.23514
417,2016-12,.22620066
417,2017-03,.15506589
417,2017-06,-.2037137
417,2017-09,.19672522
417,2017-12,-.9991141
417,2018-03,.13705485
417,2018-06,-.12431679
417,2018-09,-1.2958493
417,2018-12,.33611396
417,2019-03,-.23709761
417,2019-06,-1.1412104
417,2019-09,-1.0086954
417,2019-12,-2.4313583
419,2010-03,1.3612205
419,2010-06,3.8884509
419,2010-09,3.6255457
419,2010-12,2.6909957
419,2011-03,.2430139
419,2011-06,.54408973
419,2011-09,.8184666
419,2011-12,1.0315207
419,2012-03,.096391775
419,2012-06,.29511791
419,2012-09,.26231152
419,2012-12,1.0200959
419,2013-03,-.26425248
419,2013-06,-.183263
419,2013-09,-.44370803
419,2013-12,-1.1159791
419,2014-03,.055031259
419,2014-06,-.16643569
419,2014-09,-.13905174
419,2014-12,.31188685
419,2015-03,.0067075584
419,2015-06,.2773537
419,2015-09,-.054977786
419,2015-12,-1.1752019
419,2016-03,.03395037
419,2016-06,-.18098502
419,2016-09,-.14161724
419,2016-12,-.088814087
419,2017-03,.015318165
419,2017-06,.44951332
419,2017-09,.82854533
419,2017-12,1.2043247
419,2018-03,.41045263
419,2018-06,.16749918
419,2018-09,.73654956
419,2018-12,1.0413198
419,2019-03,.11457618
419,2019-06,-.12268829
419,2019-09,.86134785
419,2019-12,.90753376
420,2010-03,.16421571
420,2010-06,.23246855
420,2010-09,-.30075616
420,2010-12,-.30155957
420,2011-03,1.6875141
420,2011-06,1.3034534
420,2011-09,-2.3591313
420,2011-12,-3.5460997
420,2012-03,-.32265481
420,2012-06,-.47731441
420,2012-09,.72821158
420,2012-12,1.2955314
420,2013-03,-.25061932
420,2013-06,-.65240496
420,2013-09,-.92140639
420,2013-12,-1.8088514
420,2014-03,-.20216459
420,2014-06,.37089753
420,2014-09,.85379475
420,2014-12,1.6104267
420,2015-03,.26747593
420,2015-06,.53251529
420,2015-09,.72913969
420,2015-12,1.5397438
420,2016-03,.8055203
420,2016-06,.66393232
420,2016-09,.79953164
420,2016-12,.83794808
420,2017-03,1.1286068
420,2017-06,1.6514673
420,2017-09,1.9115102
420,2017-12,1.5874108
420,2018-03,-.84742868
420,2018-06,.89260006
420,2018-09,1.8015931
420,2018-12,1.4185151
420,2019-03,.23548397
420,2019-06,-.14658996
420,2019-09,-1.0391546
420,2019-12,-.92696506
421,2010-03,-3.5728326
421,2010-06,.86420846
421,2010-09,-.96201766
421,2010-12,2.4939008
421,2011-03,.63776261
421,2011-06,.77975869
421,2011-09,.6596126
421,2011-12,.54889053
421,2012-03,1.2656057
421,2012-06,.69904244
421,2012-09,-.52312231
421,2012-12,-1.0203722
421,2013-03,-.29509789
421,2013-06,-1.5042214
421,2013-09,1.6736635
421,2013-12,1.0220969
421,2014-03,.94821119
421,2014-06,2.511785
421,2014-09,-.62450236
421,2014-12,6.0396657
421,2015-03,1.0098892
421,2015-06,.74134666
421,2015-09,2.3147101
421,2015-12,1.0483028
421,2016-03,-.30316576
421,2016-06,-.12581001
421,2016-09,-.33003861
421,2016-12,-.74111849
421,2017-03,-.34864759
421,2017-06,-.56198913
421,2017-09,-.49331793
421,2017-12,-.77820468
421,2018-03,-.31045732
421,2018-06,-.26834926
421,2018-09,.055622209
421,2018-12,-.63159466
421,2019-03,-.65721345
421,2019-06,-.072203331
421,2019-09,-.11632967
421,2019-12,-.14862113
422,2010-03,1.1005427
422,2010-06,2.0053656
422,2010-09,2.3320348
422,2010-12,3.0201061
422,2011-03,-.13679764
422,2011-06,.98045081
422,2011-09,2.4202082
422,2011-12,1.2047789
422,2012-03,.10972661
422,2012-06,-.011945046
422,2012-09,-.71768528
422,2012-12,.01805356
422,2013-03,-.23795862
422,2013-06,-1.0383383
422,2013-09,-1.4245842
422,2013-12,-2.7637832
422,2014-03,-.24071184
422,2014-06,-.56415844
422,2014-09,-.60096419
422,2014-12,-.10996065
422,2015-03,-.54093438
422,2015-06,-.16211212
422,2015-09,.19956377
422,2015-12,.44858786
422,2016-03,.32601294
422,2016-06,-.19783653
422,2016-09,-2.109324
422,2016-12,-78.532593
422,2017-03,.010101369
422,2017-06,-.050789144
422,2017-09,-2.8144031
422,2017-12,-6.1877718
422,2018-03,-.23425435
422,2018-06,-.24854778
422,2018-09,.52936274
422,2018-12,2.6971388
422,2019-03,.18798876
422,2019-06,.199936
422,2019-09,.061701737
422,2019-12,-.060222313
423,2010-03,.82567
423,2010-06,1.4777021
423,2010-09,1.7059245
423,2010-12,1.308555
423,2011-03,.58526659
423,2011-06,.9347434
423,2011-09,1.4228529
423,2011-12,1.9016058
423,2012-03,.26551124
423,2012-06,-.0040036375
423,2012-09,.4689095
423,2012-12,.69870406
423,2013-03,.25519162
423,2013-06,.42449158
423,2013-09,.79086107
423,2013-12,.91635358
423,2014-03,.100117
423,2014-06,.14795075
423,2014-09,.017503075
423,2014-12,.3943353
423,2015-03,.30366957
423,2015-06,.50080663
423,2015-09,.71317118
423,2015-12,.72827232
423,2016-03,.043824513
423,2016-06,.19270726
423,2016-09,.18164976
423,2016-12,.67710388
423,2017-03,.14016502
423,2017-06,.10152067
423,2017-09,.12240235
423,2017-12,.5142749
423,2018-03,.022629244
423,2018-06,-.11493541
423,2018-09,-.13950479
423,2018-12,-.088560484
423,2019-03,-.41859102
423,2019-06,-1.0933822
423,2019-09,-1.4394079
423,2019-12,-3.358227
425,2010-03,1.7352562
425,2010-06,4.1166239
425,2010-09,3.1028631
425,2010-12,2.9158313
425,2011-03,.53237104
425,2011-06,.98038942
425,2011-09,1.0270345
425,2011-12,.56848544
425,2012-03,-.28764254
425,2012-06,-.67583025
425,2012-09,-.94167423
425,2012-12,-1.2436235
425,2013-03,-.33206481
425,2013-06,-.82836121
425,2013-09,-.93730903
425,2013-12,-.80857509
425,2014-03,-.11298256
425,2014-06,-.070307508
425,2014-09,-.32468605
425,2014-12,-2.0490887
425,2015-03,-2.0710189
425,2015-06,-1.7965224
425,2015-09,-1.7930819
425,2015-12,-1.6441774
425,2016-03,.6458739
425,2016-06,.49755988
425,2016-09,.72299057
425,2016-12,2.5568676
425,2017-03,.63561183
425,2017-06,1.4253985
425,2017-09,1.7446765
425,2017-12,1.8616133
425,2018-03,.95897514
425,2018-06,1.6119908
425,2018-09,1.8245285
425,2018-12,2.1489866
425,2019-03,.86194342
425,2019-06,2.6078408
425,2019-09,2.347765
425,2019-12,2.2391734
426,2010-03,.24176185
426,2010-06,.34450668
426,2010-09,.40910211
426,2010-12,.74378037
426,2011-03,.05332255
426,2011-06,.2129834
426,2011-09,.098333053
426,2011-12,-.51706421
426,2012-03,.89556628
426,2012-06,4.6225958
426,2012-09,3.349174
426,2012-12,2.7986116
426,2013-03,-.017267909
426,2013-06,-.48997802
426,2013-09,-.7224564
426,2013-12,-.92422324
426,2014-03,-.60182077
426,2014-06,-1.0730088
426,2014-09,-.59753507
426,2014-12,-.82227957
426,2015-03,.77470893
426,2015-06,.53742462
426,2015-09,-.60551441
426,2015-12,-2.1135004
426,2016-03,-.58257997
426,2016-06,.19019929
426,2016-09,3.6782773
426,2016-12,3.3826952
426,2017-03,2.2260282
426,2017-06,3.8215892
426,2017-09,4.1026268
426,2017-12,3.4501221
426,2018-03,.12624124
426,2018-06,.85470665
426,2018-09,.91295886
426,2018-12,-3.6373811
426,2019-03,-.54445845
426,2019-06,-1.5803361
426,2019-09,-2.1810439
426,2019-12,.28520301
428,2010-03,.87170994
428,2010-06,.51194721
428,2010-09,1.1354616
428,2010-12,1.071694
428,2011-03,.04826092
428,2011-06,.18517844
428,2011-09,.18535745
428,2011-12,-.16961695
428,2012-03,-.10552578
428,2012-06,-.372713
428,2012-09,-.33870554
428,2012-12,-1.0333101
428,2013-03,.23858501
428,2013-06,1.0355465
428,2013-09,3.5420995
428,2013-12,1.4319609
428,2014-03,-1.2741326
428,2014-06,-1.7666833
428,2014-09,-2.4063807
428,2014-12,-3.3386374
428,2015-03,-.12219102
428,2015-06,-1.0082104
428,2015-09,-1.6136816
428,2015-12,-.91500694
428,2016-03,-.12435105
428,2016-06,.63374138
428,2016-09,.72256643
428,2016-12,-1.5213567
428,2017-03,-.13973802
428,2017-06,-.21231794
428,2017-09,-.38989621
428,2017-12,-4.7648678
428,2018-03,-.043871269
428,2018-06,-.21224128
428,2018-09,-.31464067
428,2018-12,1.5899854
428,2019-03,.011134217
428,2019-06,.043197345
428,2019-09,.14276423
428,2019-12,.46433082
429,2010-03,.20998535
429,2010-06,.16601375
429,2010-09,.36362091
429,2010-12,.67748553
429,2011-03,-.45017895
429,2011-06,-.54711741
429,2011-09,-.80139041
429,2011-12,-1.0018346
429,2012-03,-.23204309
429,2012-06,-.14719017
429,2012-09,-.25982261
429,2012-12,-.86268955
429,2013-03,-.4786543
429,2013-06,-1.0725912
429,2013-09,-1.2663164
429,2013-12,-1.2917508
429,2014-03,1.0054002
429,2014-06,1.7206649
429,2014-09,2.8097847
429,2014-12,2.6175113
429,2015-03,-.060612962
429,2015-06,.50841492
429,2015-09,.84380686
429,2015-12,1.2236425
429,2016-03,.31698486
429,2016-06,1.0326289
429,2016-09,2.1528003
429,2016-12,2.1985819
429,2017-03,.61134356
429,2017-06,1.2233536
429,2017-09,1.6376554
429,2017-12,1.4193747
429,2018-03,.14052847
429,2018-06,.31389406
429,2018-09,.46633339
429,2018-12,.34013706
429,2019-03,.030372962
429,2019-06,-.068183154
429,2019-09,-.2047862
429,2019-12,-.35778984
430,2010-03,-.036032919
430,2010-06,.80247217
430,2010-09,-.095117196
430,2010-12,2.3014772
430,2011-03,-.018612608
430,2011-06,1.5565394
430,2011-09,4.3641787
430,2011-12,2.6206892
430,2012-03,.07900995
430,2012-06,.27183989
430,2012-09,.40724686
430,2012-12,.32928714
430,2013-03,-.1641864
430,2013-06,-.44819206
430,2013-09,-.81684107
430,2013-12,-1.0617007
430,2014-03,.22407231
430,2014-06,.23240337
430,2014-09,.48901355
430,2014-12,.28745827
430,2015-03,.10536268
430,2015-06,1.0015591
430,2015-09,2.2474287
430,2015-12,1.1241241
430,2016-03,.12603453
430,2016-06,-.28864679
430,2016-09,-.78141844
430,2016-12,-1.0350487
430,2017-03,-.19924639
430,2017-06,-.42162314
430,2017-09,-.90310174
430,2017-12,-1.4241217
430,2018-03,-.22223376
430,2018-06,.006447983
430,2018-09,.10755645
430,2018-12,.72099805
430,2019-03,.13878433
430,2019-06,-.44790274
430,2019-09,-.64551717
430,2019-12,-.70614117
488,2010-03,.53977281
488,2010-06,1.1463009
488,2010-09,1.0536134
488,2010-12,.97943413
488,2011-03,-.10450483
488,2011-06,-.56801885
488,2011-09,-.9971922
488,2011-12,-2.5301986
488,2012-03,-.89954454
488,2012-06,-1.3676131
488,2012-09,-1.6007965
488,2012-12,-1.1176659
488,2013-03,.44271055
488,2013-06,.91014653
488,2013-09,1.8562298
488,2013-12,3.032187
488,2014-03,-.29737452
488,2014-06,-.36601856
488,2014-09,-.84080368
488,2014-12,-1.5358368
488,2015-03,.66018951
488,2015-06,.81886405
488,2015-09,1.9152712
488,2015-12,3.6670809
488,2016-03,.99825144
488,2016-06,2.5115671
488,2016-09,3.2383966
488,2016-12,2.0059776
488,2017-03,.60630947
488,2017-06,1.8533369
488,2017-09,2.5040777
488,2017-12,2.576581
488,2018-03,.11216814
488,2018-06,-.086646996
488,2018-09,-.39501196
488,2018-12,-1.5827091
488,2019-03,-.81653941
488,2019-06,-1.1608186
488,2019-09,-1.2127149
488,2019-12,-1.0959769
498,2010-03,1.0231808
498,2010-06,1.4028404
498,2010-09,1.5336604
498,2010-12,1.7935541
498,2011-03,
498,2011-06,-.012584977
498,2011-09,
498,2011-12,3.312963
498,2012-03,
498,2012-06,.92062587
498,2012-09,
498,2012-12,.88590014
498,2013-03,
498,2013-06,.45387155
498,2013-09,2.3516672
498,2013-12,.35481834
498,2014-03,-.04478306
498,2014-06,-.16216625
498,2014-09,-.53945982
498,2014-12,.48170871
498,2015-03,.082370058
498,2015-06,.26149487
498,2015-09,.62840044
498,2015-12,.73924249
498,2016-03,-.29782295
498,2016-06,.087874964
498,2016-09,.33129737
498,2016-12,.22689201
498,2017-03,.14902587
498,2017-06,.71069652
498,2017-09,.94930238
498,2017-12,.78700519
498,2018-03,-.010659627
498,2018-06,-.70876426
498,2018-09,-.43005395
498,2018-12,.39606914
498,2019-03,.31563038
498,2019-06,.18273738
498,2019-09,.096265815
498,2019-12,-.46603087
501,2010-03,.49565914
501,2010-06,1.4370453
501,2010-09,1.7236947
501,2010-12,1.7256316
501,2011-03,.49317905
501,2011-06,.89250726
501,2011-09,1.1037782
501,2011-12,.78063059
501,2012-03,.11874603
501,2012-06,.20421934
501,2012-09,.36550254
501,2012-12,.94474506
501,2013-03,.17048754
501,2013-06,.40502325
501,2013-09,.56122774
501,2013-12,.75141555
501,2014-03,.65526462
501,2014-06,1.0817879
501,2014-09,1.4861572
501,2014-12,1.6483774
501,2015-03,.18163721
501,2015-06,.28731704
501,2015-09,.31930718
501,2015-12,.84928441
501,2016-03,-.16535568
501,2016-06,.42399976
501,2016-09,.80525589
501,2016-12,.95192492
501,2017-03,.21630721
501,2017-06,.45725149
501,2017-09,.5941717
501,2017-12,.83150309
501,2018-03,-.0059696874
501,2018-06,-.14145124
501,2018-09,-.17523248
501,2018-12,-.2826339
501,2019-03,.032761406
501,2019-06,.084208362
501,2019-09,.076179534
501,2019-12,.2019137
503,2010-03,-.46269178
503,2010-06,.67084539
503,2010-09,.1652742
503,2010-12,-3.3120406
503,2011-03,-.28963062
503,2011-06,-4.7365651
503,2011-09,-1.817764
503,2011-12,-2.5510948
503,2012-03,-.26130915
503,2012-06,1.7776375
503,2012-09,1.0909821
503,2012-12,2.6289666
503,2013-03,.15221886
503,2013-06,.78978187
503,2013-09,.50210798
503,2013-12,-.13181031
503,2014-03,1.175578
503,2014-06,-1.5881109
503,2014-09,-2.1559527
503,2014-12,-3.4434307
503,2015-03,-.95735854
503,2015-06,-2.2296543
503,2015-09,-1.9641697
503,2015-12,.031374391
503,2016-03,-.12810169
503,2016-06,-.089472197
503,2016-09,-1.0156803
503,2016-12,-1.7915502
503,2017-03,-.54249406
503,2017-06,-.75571328
503,2017-09,-2.2520461
503,2017-12,-3.8107877
503,2018-03,-.25334263
503,2018-06,-.28750643
503,2018-09,.34501648
503,2018-12,.92689025
503,2019-03,.039327219
503,2019-06,-.23796891
503,2019-09,-.32189158
503,2019-12,.17173359
504,2010-03,.011649346
504,2010-06,.10081323
504,2010-09,.21358177
504,2010-12,1.6555804
504,2011-03,.033319678
504,2011-06,.064751491
504,2011-09,.0069773514
504,2011-12,-.09097138
504,2012-03,.16303679
504,2012-06,.14031093
504,2012-09,-.095065534
504,2012-12,-10.5068
504,2013-03,-.13304716
504,2013-06,-.18423328
504,2013-09,-.17613474
504,2013-12,2.5739937
504,2014-03,.052837145
504,2014-06,.071199775
504,2014-09,.035719533
504,2014-12,-.055635434
504,2015-03,.1260944
504,2015-06,.25956464
504,2015-09,.38761976
504,2015-12,.26048908
504,2016-03,-.10809657
504,2016-06,-.63160866
504,2016-09,-.65572524
504,2016-12,.25381529
504,2017-03,-.053144615
504,2017-06,.014966089
504,2017-09,-.82879072
504,2017-12,-2.2364891
504,2018-03,-.13725334
504,2018-06,-.21135993
504,2018-09,-.08309076
504,2018-12,.31573033
504,2019-03,-.0016918354
504,2019-06,.024957802
504,2019-09,.20215538
504,2019-12,.54383171
505,2010-03,.33553633
505,2010-06,2.8906765
505,2010-09,2.0217493
505,2010-12,.81660378
505,2011-03,-.20084488
505,2011-06,-2.0418539
505,2011-09,-2.5058162
505,2011-12,-1.8616567
505,2012-03,-.39079052
505,2012-06,-.58158731
505,2012-09,-1.0599703
505,2012-12,-2.3117559
505,2013-03,-.032709364
505,2013-06,-.31997973
505,2013-09,-.37785497
505,2013-12,-.45099458
505,2014-03,-.092701264
505,2014-06,-.095098436
505,2014-09,-.076512747
505,2014-12,-.074073523
505,2015-03,-.34156361
505,2015-06,-.48393306
505,2015-09,-.82160133
505,2015-12,-1.0571406
505,2016-03,.24326172
505,2016-06,.26615179
505,2016-09,.48616454
505,2016-12,2.4711039
505,2017-03,.80042011
505,2017-06,1.3548478
505,2017-09,1.5420948
505,2017-12,1.5545621
505,2018-03,.25009909
505,2018-06,.57369709
505,2018-09,1.4166256
505,2018-12,1.2502626
505,2019-03,-.29530996
505,2019-06,-.37350249
505,2019-09,-.7337516
505,2019-12,-.6305421
506,2010-03,.028152743
506,2010-06,.046522733
506,2010-09,.0011296284
506,2010-12,.28659558
506,2011-03,.059034985
506,2011-06,-.0057957992
506,2011-09,.22003779
506,2011-12,-.33712864
506,2012-03,.021280345
506,2012-06,-.26633042
506,2012-09,-.86048013
506,2012-12,1.0326036
506,2013-03,.13777517
506,2013-06,1.5479963
506,2013-09,1.0217353
506,2013-12,-2.3408206
506,2014-03,-.87016666
506,2014-06,-2.7949841
506,2014-09,-2.5421364
506,2014-12,-1.6751901
506,2015-03,.21403766
506,2015-06,.72353882
506,2015-09,.84657311
506,2015-12,2.567142
506,2016-03,.3366853
506,2016-06,-.01051962
506,2016-09,.4121244
506,2016-12,-.27186978
506,2017-03,-3.3844221
506,2017-06,-6.4912038
506,2017-09,-2.7480421
506,2017-12,-6.6230974
506,2018-03,-.050105162
506,2018-06,.73416221
506,2018-09,.54920232
506,2018-12,1.6673719
506,2019-03,.09569516
506,2019-06,-.3359296
506,2019-09,-.32429183
506,2019-12,.15672213
507,2010-03,.22965734
507,2010-06,2.3718834
507,2010-09,1.9398569
507,2010-12,1.9976257
507,2011-03,.07000459
507,2011-06,1.6695834
507,2011-09,1.2574242
507,2011-12,.78675497
507,2012-03,-.022784224
507,2012-06,-.77253091
507,2012-09,-.50555986
507,2012-12,-1.2770094
507,2013-03,.28048164
507,2013-06,-1.3459128
507,2013-09,-1.4756169
507,2013-12,-.60251874
507,2014-03,-.49217042
507,2014-06,-.54581517
507,2014-09,-.53108275
507,2014-12,-1.6478616
507,2015-03,-.20612557
507,2015-06,2.0029974
507,2015-09,1.8937804
507,2015-12,2.0521255
507,2016-03,1.1650834
507,2016-06,.2885282
507,2016-09,.51199555
507,2016-12,.32044226
507,2017-03,-.30746025
507,2017-06,1.8760121
507,2017-09,1.7027667
507,2017-12,1.162728
507,2018-03,.10493779
507,2018-06,.49548739
507,2018-09,.69410431
507,2018-12,.67585069
507,2019-03,-.17755482
507,2019-06,.021652924
507,2019-09,.0095557822
507,2019-12,1.1274461
509,2010-03,-.051294398
509,2010-06,-.1469814
509,2010-09,.20297487
509,2010-12,.79963791
509,2011-03,-.42300838
509,2011-06,-1.1759605
509,2011-09,-1.8902011
509,2011-12,-1.3051406
509,2012-03,.74741912
509,2012-06,1.0282629
509,2012-09,1.4012771
509,2012-12,-.67921013
509,2013-03,-.12074963
509,2013-06,-.088594437
509,2013-09,-.013208639
509,2013-12,.067260832
509,2014-03,.20338653
509,2014-06,-.070289686
509,2014-09,.014276434
509,2014-12,.51177651
509,2015-03,-.32849133
509,2015-06,.1140428
509,2015-09,-.071705043
509,2015-12,-1.8554177
509,2016-03,.054785613
509,2016-06,.12794618
509,2016-09,.040109877
509,2016-12,-.62360156
509,2017-03,.057478655
509,2017-06,.18458728
509,2017-09,.24298622
509,2017-12,2.2239828
509,2018-03,-.0091330269
509,2018-06,-.27651957
509,2018-09,-.25926119
509,2018-12,-.88369876
509,2019-03,.09107361
509,2019-06,.73746389
509,2019-09,.99340343
509,2019-12,.61098427
510,2010-03,1.7982075
510,2010-06,2.7273006
510,2010-09,2.323741
510,2010-12,.84600276
510,2011-03,-.77805483
510,2011-06,-1.2012222
510,2011-09,-2.2091103
510,2011-12,-6.9809732
510,2012-03,-.86559534
510,2012-06,-1.3684078
510,2012-09,-1.2903074
510,2012-12,-.91161627
510,2013-03,.01371286
510,2013-06,.07605134
510,2013-09,-.25830129
510,2013-12,-.30826989
510,2014-03,.55752063
510,2014-06,.48523933
510,2014-09,.43484354
510,2014-12,.12632097
510,2015-03,-.6305306
510,2015-06,-.58490324
510,2015-09,-.36679775
510,2015-12,.6698125
510,2016-03,1.3114257
510,2016-06,1.7846721
510,2016-09,1.9537985
510,2016-12,2.6827044
510,2017-03,.45875695
510,2017-06,.43309125
510,2017-09,.46534482
510,2017-12,.44596106
510,2018-03,-.10077459
510,2018-06,1.5453923
510,2018-09,1.3649043
510,2018-12,.72323036
510,2019-03,.1569941
510,2019-06,-.88756734
510,2019-09,-1.3004568
510,2019-12,-1.6979419
513,2010-03,.31501111
513,2010-06,.43426064
513,2010-09,.23391053
513,2010-12,-.14257404
513,2011-03,-.051327992
513,2011-06,-.29948875
513,2011-09,-.3669872
513,2011-12,-.45446002
513,2012-03,-.05212019
513,2012-06,.15428095
513,2012-09,.52608317
513,2012-12,.52162689
513,2013-03,.27602881
513,2013-06,.30280709
513,2013-09,.33952221
513,2013-12,.62051344
513,2014-03,-.091032758
513,2014-06,.18560612
513,2014-09,.089717999
513,2014-12,.0071554738
513,2015-03,.095049679
513,2015-06,.12620918
513,2015-09,.36378056
513,2015-12,.5604043
513,2016-03,.33377203
513,2016-06,.55533528
513,2016-09,.87017226
513,2016-12,.95302033
513,2017-03,.26254785
513,2017-06,.53771138
513,2017-09,.86569941
513,2017-12,.74076951
513,2018-03,.20712857
